lactkey,Breed,CalveDate,Parity,Scale,Ramp,Offset,Decay,points,RMSE,M305,PeakDay,PeakMilk,dim1,milk1,dim2,milk2,dim3,milk3,dim4,milk4,dim5,milk5,dim6,milk6,dim7,milk7,dim8,milk8,dim9,milk9,dim10,milk10
700892, J, 2006-08-23, 3, 44.3, 34.8, 0, 0.001, 10, 3.4, 10785, 92.5, 38.77, 7, 24.5, 31, 35, 70, 35.9, 104, 35.9, 141, 43.1, 181, 35.9, 209, 37.7, 237, 31.8, 272, 29.1, 300, 38.6 
700393, J, 2006-08-25, 2, 59.3, 22.1, -0.8, 0.0012, 9, 5.4, 14448, 64.4, 53.38, 5, 31.8, 29, 55.8, 68, 59.5, 102, 61.7, 139, 54.9, 179, 45.9, 207, 45.4, 235, 41.3, 270, 36.8 
700641, J, 2006-08-11, 4, 54.7, 27.8, 0, 0.0038, 9, 4.6, 9144, 45.9, 41.48, 19, 43.1, 43, 34, 82, 40, 116, 38.6, 153, 27.2, 193, 30.9, 221, 27.2, 249, 14.5, 284, 17.3 
700801, J, 2006-08-27, 5, 37.6, 35.9, 0, 0.0025, 8, 3.7, 7358, 64.4, 29.3, 27, 20.9, 66, 23.2, 100, 30.9, 137, 28.6, 177, 23.2, 205, 25.9, 233, 17.3, 268, 20 
700906, J, 2006-08-10, 2, 35.5, 23.5, -0.8, 0.0008, 9, 4.2, 9149, 75.9, 32.71, 20, 20.4, 44, 32.7, 83, 35, 117, 33.6, 154, 30, 194, 23.2, 222, 36.3, 250, 27.7, 285, 29.1 
700414, J, 2006-08-28, 2, 56.9, 22.5, -0.8, 0.0023, 8, 2, 11817, 51.1, 48.03, 26, 45.4, 65, 50.4, 99, 46.3, 136, 39, 176, 34.5, 204, 37.7, 232, 34, 267, 30 
700952, J, 2006-08-08, 2, 46.4, 22.9, -0.8, 0.0008, 9, 2, 11975, 74.7, 42.81, 22, 38.1, 46, 39, 85, 42.7, 119, 42.7, 156, 44.5, 196, 37.2, 224, 36.3, 252, 39.5, 287, 36.8 
700954, J, 2006-08-31, 2, 43.5, 23.1, -0.8, 0.0013, 9, 3.8, 10493, 65.3, 38.89, 23, 34, 62, 35, 96, 35, 133, 41.8, 173, 38.6, 201, 37.7, 229, 34.5, 264, 30.4, 292, 23.2 
700197, J, 2006-08-07, 6, 48.8, 35.6, 0, 0.001, 9, 6.7, 11929, 95, 42.77, 23, 24.5, 47, 37.7, 86, 35.9, 120, 55.4, 157, 41.8, 197, 34.5, 225, 35, 253, 42.2, 288, 37.7 
700668, J, 2006-08-31, 3, 61.9, 20.2, 0, 0.0026, 9, 7.3, 12437, 46.8, 52.1, 23, 45.4, 62, 63.1, 96, 54, 133, 43.1, 173, 28.1, 201, 31.3, 229, 29.1, 264, 39.5, 292, 35.9 
700690, J, 2006-08-03, 2, 37.7, 22.9, -0.8, 0.0014, 9, 3.4, 8884, 62.2, 33.39, 27, 31.8, 51, 30, 90, 32.2, 124, 30.9, 161, 32.7, 201, 33.1, 229, 28.6, 257, 18.6, 292, 26.3 
700316, X, 2006-09-01, 3, 44.8, 39.4, -0, 0.0026, 8, 4.3, 8625, 66.3, 34.25, 22, 28.6, 61, 37.2, 95, 27.2, 132, 23.6, 172, 29.5, 200, 32.7, 228, 25, 263, 23.6 
700871, J, 2006-08-02, 4, 44.1, 35.9, 0, 0.0016, 8, 6.9, 9926, 80.6, 36.82, 28, 22.2, 52, 35, 125, 49, 162, 41.8, 202, 30.9, 230, 27.7, 258, 25, 293, 25 
700882, J, 2006-09-01, 3, 55.6, 16.2, 0, 0.0016, 9, 5.2, 13046, 48.9, 50.31, 22, 54.9, 61, 46.3, 95, 44.9, 132, 39, 172, 35.9, 200, 46.8, 228, 43.6, 263, 39.5, 291, 33.6 
700616, J, 2006-07-29, 4, 52.1, 35.3, 0, 0.0009, 9, 3.8, 12930, 97.9, 46.12, 32, 44, 56, 35, 95, 46.3, 129, 44, 166, 46.8, 206, 43.6, 234, 44, 262, 43.6, 297, 36.8 
700806, J, 2006-09-02, 5, 39.2, 19.5, 0, 0.0018, 9, 3.4, 8810, 52.4, 34.49, 21, 36.3, 60, 27.2, 94, 30.9, 131, 31.3, 171, 33.1, 199, 25.9, 227, 26.3, 262, 23.6, 290, 24.5 
700605, J, 2006-07-26, 5, 60.2, 28.1, 0, 0.0031, 8, 4.8, 11105, 51.7, 47.24, 59, 48.1, 98, 37.2, 132, 42.7, 169, 41.8, 209, 36.3, 237, 32.2, 265, 21.3, 300, 18.2 
700737, J, 2006-09-06, 2, 44.5, 22.7, -0.8, 0.0015, 9, 5.8, 10355, 60.6, 39.21, 17, 37.7, 56, 29.5, 90, 44, 127, 39, 167, 29.5, 195, 31.3, 223, 39.5, 258, 34, 286, 21.8 
700417, J, 2006-07-26, 2, 37.7, 22.6, -0.8, 0.0007, 9, 4.1, 9892, 77.2, 35.08, 35, 38.1, 59, 31.3, 98, 27.2, 132, 37.2, 169, 34, 209, 29.5, 237, 33.6, 265, 29.1, 300, 35.4 
700304, J, 2006-09-08, 3, 38.7, 23.4, 0, 0.0022, 9, 4.3, 8200, 54.8, 32.74, 15, 25.9, 54, 35, 88, 38.6, 125, 19.5, 165, 25.4, 193, 27.2, 221, 23.6, 256, 23.6, 284, 21.8 
700898, J, 2006-07-25, 3, 61, 27.4, 0, 0.002, 9, 4.3, 13162, 62.5, 51.19, 36, 45.4, 60, 55.8, 99, 50.4, 133, 49, 170, 44.5, 210, 33.1, 238, 40.4, 266, 30.4, 301, 39.5 
700697, J, 2006-09-11, 2, 47.8, 23, -0.8, 0.0006, 9, 5.2, 12784, 82.6, 44.92, 12, 35, 51, 40, 85, 46.3, 122, 40.4, 162, 54.9, 190, 42.7, 218, 34.5, 253, 39.5, 281, 44 
700630, J, 2006-07-24, 4, 53, 30.2, 0, 0.0012, 9, 4.1, 12695, 80, 46.37, 37, 38.1, 61, 49.5, 100, 50.4, 134, 44.9, 171, 44.5, 211, 35.9, 239, 33.6, 267, 39.5, 302, 42.2 
700241, J, 2006-09-18, 5, 37.2, 35.7, 0, 0.0011, 8, 6.4, 8912, 91.1, 32.2, 44, 16.8, 78, 24.5, 115, 32.7, 155, 29.5, 183, 31.3, 211, 23.6, 246, 33.1, 274, 32.2 
700384, J, 2006-07-22, 2, 45.7, 22.7, -0.8, 0.003, 8, 5.3, 8599, 45.6, 37.22, 39, 38.1, 63, 36.3, 102, 30.9, 136, 25.9, 173, 40.4, 213, 21.8, 241, 18.2, 269, 18.6 
700854, J, 2006-09-22, 4, 63.4, 18, 0, 0.0018, 8, 12.7, 14182, 49.4, 55.97, 40, 67.2, 74, 56.7, 111, 55.8, 151, 17.7, 179, 50.8, 207, 31.8, 242, 34, 270, 42.7 
700203, J, 2006-07-22, 6, 63.1, 31.3, 0, 0.001, 9, 5, 15646, 88.5, 56.19, 39, 45.4, 63, 61.3, 102, 52.7, 136, 60.4, 173, 59.9, 213, 56.3, 241, 48.1, 269, 43.6, 304, 43.6 
700740, J, 2006-09-23, 2, 46.1, 22.9, -0.8, 0.0011, 8, 2.8, 11486, 69, 41.85, 39, 40, 73, 38.6, 110, 41.8, 150, 38.6, 178, 44, 206, 39.5, 241, 33.1, 269, 32.2 
700195, J, 2006-07-21, 7, 56.2, 31.9, 0, 0.0014, 9, 6.5, 12982, 77.5, 48.07, 40, 40.4, 64, 52.2, 103, 44, 137, 52.7, 174, 52.2, 214, 31.8, 242, 32.7, 270, 35.9, 305, 43.6 
700718, J, 2006-09-24, 2, 43.8, 22.9, -0.8, 0.0009, 9, 2.8, 11207, 73.4, 40.23, 38, 38.6, 72, 35.9, 109, 43.1, 149, 35.9, 177, 40.4, 205, 37.2, 240, 38.1, 268, 35.9, 303, 30 
700938, J, 2006-07-19, 2, 45.8, 23, -0.8, 0.0012, 9, 4.8, 11153, 66.2, 41.12, 6, 27.2, 42, 38.1, 66, 41.8, 105, 42.7, 139, 42.7, 176, 35, 216, 25.4, 244, 42.7, 272, 31.8 
700294, J, 2006-09-25, 4, 39.5, 20.9, 0, 0.0024, 8, 4.2, 8118, 49, 33.42, 37, 33.6, 71, 35, 108, 34, 148, 20.4, 176, 18.6, 204, 27.7, 239, 23.6, 267, 23.2 
700337, X, 2006-07-17, 3, 45.5, 24.1, -0, 0.002, 8, 1.6, 9895, 57.9, 38.78, 44, 36.8, 68, 41.8, 107, 37.2, 141, 35, 178, 30, 218, 28.1, 246, 28.6, 274, 27.7 
700682, J, 2006-10-06, 3, 37.6, 16.1, 0, 0.0025, 9, 3.6, 7687, 41, 32.58, 26, 35.9, 60, 32.2, 97, 22.2, 137, 23.2, 165, 23.2, 193, 26.3, 228, 20.9, 256, 23.2, 291, 20.9 
