lactkey,Breed,CalveDate,Parity,Scale,Ramp,Offset,Decay,points,RMSE,M305,PeakDay,PeakMilk,dim1,milk1,dim2,milk2,dim3,milk3,dim4,milk4,dim5,milk5,dim6,milk6,dim7,milk7,dim8,milk8,dim9,milk9,dim10,milk10
4122597, H, 2006-06-07, 4, 71.6, 42.3, 0, 0.002, 10, 8.7, 14943, 78.7, 56.49, 31, 47.7, 64, 49, 92, 55.4, 122, 62.2, 156, 58.6, 184, 57.7, 212, 57.2, 247, 43.6, 276, 33.6, 303, 20.4 
4123027, H, 2006-03-16, 2, 64.3, 22.4, -0.8, 0.0029, 10, 1.9, 12292, 46.1, 52.72, 23, 51.3, 51, 50.8, 84, 49.5, 114, 44, 147, 42.7, 175, 42.7, 205, 35.9, 239, 29.1, 267, 29.5, 295, 26.3 
4123073, H, 2006-06-07, 2, 46, 23, -0.8, 0.001, 10, 5.2, 11520, 70.2, 41.82, 31, 43.6, 64, 31.8, 92, 41.8, 122, 39.5, 156, 38.6, 184, 44.5, 212, 41.8, 247, 42.2, 276, 30.4, 303, 28.6 
4122993, H, 2006-03-13, 2, 59, 23.1, -0.8, 0.0025, 10, 1.9, 11937, 50.4, 49.19, 26, 45.9, 54, 49.5, 87, 45.4, 117, 46.8, 150, 42.7, 178, 37.7, 208, 30.9, 242, 31.8, 270, 30, 298, 29.1 
4122776, H, 2006-06-08, 3, 63.4, 31.5, 0, 0.003, 10, 3.7, 11745, 55.4, 49.08, 30, 46.3, 63, 44.9, 91, 51.8, 121, 48.6, 155, 32.2, 183, 36.3, 211, 35.4, 246, 32.7, 275, 27.7, 302, 23.2 
4122644, H, 2006-03-12, 3, 62.5, 27.5, 0, 0.0022, 10, 4.7, 13077, 59.8, 51.77, 27, 49, 55, 47.7, 88, 54.5, 118, 53.6, 151, 36.3, 179, 44.5, 209, 41.8, 243, 30, 271, 34, 299, 38.1 
4122673, H, 2006-06-11, 3, 59.2, 9.3, 0, 0.0019, 10, 6.7, 13370, 31.3, 54.75, 27, 57.2, 60, 56.3, 88, 38.1, 118, 45.9, 152, 36.8, 180, 49.9, 208, 42.2, 243, 40.4, 272, 24.1, 299, 38.1 
4123062, H, 2006-03-08, 2, 56, 24.4, -0.8, 0.0008, 10, 3.1, 14399, 77.8, 51.47, 31, 45.4, 59, 50.8, 92, 50.8, 122, 44, 155, 53.6, 183, 50.8, 213, 50.8, 247, 43.1, 275, 45.4, 303, 41.3 
4122642, H, 2006-06-12, 4, 58.3, 25.7, 0, 0.0015, 10, 2.3, 13429, 66.3, 50.62, 26, 45.9, 59, 51.3, 87, 51.3, 117, 44.9, 151, 47.2, 179, 40.9, 207, 43.6, 242, 44.5, 271, 36.8, 298, 38.1 
4122627, W, 2006-03-07, 4, 88.9, 32.1, -0, 0.0044, 10, 5.9, 13629, 44.7, 63.93, 32, 62.2, 60, 59, 93, 62.2, 123, 56.3, 156, 45.9, 184, 42.7, 214, 41.3, 248, 25.4, 276, 24.5, 304, 9.1 
4122826, H, 2006-06-17, 3, 70.8, 18.9, 0, 0.0028, 10, 4.2, 13940, 43.7, 59.66, 21, 59, 54, 51.8, 82, 56.3, 112, 54.5, 146, 45.4, 174, 47.2, 202, 43.6, 237, 38.1, 266, 37.2, 293, 23.2 
4123045, H, 2006-03-05, 2, 62.7, 23.1, -0.8, 0.0022, 9, 3.3, 13264, 53.3, 53.14, 34, 50.8, 62, 54.9, 95, 47.7, 125, 50.8, 158, 40.9, 186, 47.2, 216, 40, 250, 30.9, 278, 35.9 
4123082, H, 2006-06-20, 2, 56.2, 21.3, -0.8, 0.0017, 10, 4.5, 12848, 56.3, 49.41, 18, 44.5, 51, 54.9, 79, 37.7, 109, 49.5, 143, 40.9, 171, 46.3, 199, 40, 234, 40.4, 263, 36.8, 290, 32.7 
4122546, H, 2006-03-03, 3, 71.2, 9, 0, 0.0028, 9, 5.2, 14176, 27, 64.26, 36, 64.9, 64, 57.7, 97, 52.2, 127, 55.8, 160, 33.6, 188, 38.1, 218, 38.1, 252, 39.5, 280, 37.2 
4122756, H, 2006-06-20, 3, 66.1, 14.8, 0, 0.0047, 9, 6.6, 10197, 30.1, 53.57, 18, 50.4, 51, 58.1, 79, 52.2, 109, 48.6, 143, 28.6, 171, 29.5, 199, 21.3, 234, 14.5, 263, 8.6 
