lactkey,Breed,CalveDate,Parity,Scale,Ramp,Offset,Decay,points,RMSE,M305,PeakDay,PeakMilk,dim1,milk1,dim2,milk2,dim3,milk3,dim4,milk4,dim5,milk5,dim6,milk6,dim7,milk7,dim8,milk8,dim9,milk9,dim10,milk10
2238479, J, 2005-02-11, 8, 44.1, 27.6, 0, 0.0028, 9, 1.4, 8448, 53.6, 35.19, 22, 30, 56, 37.7, 89, 32.7, 117, 32.7, 147, 30, 180, 24.5, 215, 23.6, 245, 21.8, 278, 20.9 
2238720, J, 2005-02-12, 3, 38.5, 26.3, 0, 0.0026, 8, 2.1, 7635, 54.3, 31.33, 12, 25.4, 47, 30.9, 82, 30.4, 132, 31.8, 167, 21.8, 200, 21.8, 237, 22.7, 271, 18.2 
2238458, J, 2005-02-07, 3, 22.4, 16.2, 0, 0.0034, 8, 4.8, 4093, 36.7, 18.8, 17, 25.9, 52, 13.2, 87, 10.9, 137, 17.7, 172, 7.7, 205, 14.5, 242, 11.3, 276, 10 
2238930, J, 2005-02-14, 3, 39.7, 19.8, 0, 0.0032, 9, 3, 7387, 42.4, 32.66, 19, 31.3, 53, 32.2, 86, 28.6, 114, 26.8, 144, 28.1, 177, 23.6, 212, 23.2, 242, 20.9, 275, 9.5 
2238770, J, 2005-02-07, 3, 34.1, 29.6, 0, 0.0023, 8, 2.8, 7025, 61.4, 27.83, 17, 18.6, 52, 29.5, 87, 31.8, 137, 21.8, 172, 24.1, 205, 22.7, 242, 17.7, 276, 18.2 
2238708, J, 2005-02-26, 4, 41.2, 28.4, 0, 0.0016, 8, 4.4, 9402, 69.9, 35.34, 33, 30, 68, 39.5, 118, 36.3, 153, 30.9, 186, 23.6, 223, 33.6, 257, 23.2, 293, 31.8 
2238803, J, 2005-02-05, 2, 25.2, 22.9, -0.8, 0.0006, 8, 1.9, 6694, 80, 23.63, 19, 20, 54, 22.7, 89, 22.7, 139, 20.4, 174, 23.2, 207, 22.7, 244, 25.9, 278, 20.4 
2238700, J, 2005-03-06, 4, 44.7, 23.3, 0, 0.0024, 8, 3.3, 9189, 52.7, 37.37, 25, 33.1, 60, 42.2, 110, 36.3, 145, 26.3, 178, 25.9, 215, 25.9, 249, 26.8, 285, 25.9 
2238766, J, 2005-02-05, 3, 28.4, 29.1, 0, 0.0026, 8, 2.4, 5605, 57.4, 22.79, 19, 18.6, 54, 21.3, 89, 22.7, 139, 20.9, 174, 20.9, 207, 19.5, 244, 14.1, 278, 9.1 
2238943, J, 2005-03-18, 2, 34.7, 22.5, -0.8, 0.0031, 8, 4.8, 6526, 45.3, 28.31, 13, 22.2, 48, 35.9, 98, 24.1, 133, 20, 166, 15.9, 203, 16.8, 237, 14.5, 273, 23.6 
2238797, J, 2005-02-01, 2, 42.5, 22.5, -0.8, 0.0024, 8, 2.1, 8730, 50.4, 35.73, 23, 35.9, 58, 34, 93, 34, 143, 30.4, 178, 25.9, 211, 22.2, 248, 25.9, 282, 23.6 
2238743, J, 2005-03-20, 3, 33.1, 25.8, 0, 0.0016, 9, 1.6, 7534, 65.1, 28.58, 11, 20.4, 46, 30.4, 96, 27.2, 131, 26.8, 164, 22.7, 201, 23.6, 235, 24.1, 271, 23.6, 305, 20 
2239012, J, 2005-01-30, 2, 35.4, 22.7, -0.8, 0.0025, 8, 5.5, 7147, 49.7, 29.53, 25, 28.6, 60, 26.8, 95, 29.1, 145, 34.5, 180, 12.3, 213, 17.7, 250, 18.2, 284, 21.3 
2238576, J, 2005-03-23, 3, 40.1, 25.1, 0, 0.0021, 10, 2.1, 8507, 57.6, 33.68, 16, 30.4, 49, 33.6, 77, 29.5, 107, 33.6, 140, 29.5, 175, 28.6, 205, 23.2, 238, 27.2, 270, 24.5, 301, 20 
2238762, J, 2005-01-25, 3, 38.7, 20.6, 0, 0.0041, 8, 2.5, 6390, 38.5, 30.57, 30, 32.2, 65, 26.3, 100, 30.4, 150, 19.5, 185, 15, 218, 15.9, 255, 11.8, 289, 13.2 
2238473, J, 2005-03-25, 6, 40.2, 24.9, 0, 0.0026, 10, 2.5, 7958, 52.3, 32.91, 14, 29.1, 47, 30, 75, 33.6, 105, 33.6, 138, 26.3, 173, 24.1, 203, 23.6, 236, 16.8, 268, 22.7, 299, 20 
2238600, J, 2005-01-25, 2, 33.9, 22.8, -0.8, 0.0018, 10, 1.5, 7573, 57, 29.39, 10, 22.7, 39, 27.7, 73, 30.4, 106, 28.1, 134, 24.5, 164, 27.2, 197, 20.9, 232, 22.7, 262, 21.8, 295, 20.9 
2238980, J, 2005-04-04, 2, 36, 22.8, -0.8, 0.0012, 8, 1.8, 8805, 66.2, 32.43, 31, 30.4, 81, 32.7, 116, 27.7, 149, 33.1, 186, 29.1, 220, 26.8, 256, 28.1, 290, 25.9 
2238752, J, 2005-01-25, 2, 37.6, 22.7, -0.8, 0.0024, 8, 2.6, 7737, 50.9, 31.58, 30, 31.3, 65, 29.1, 100, 33.6, 150, 26.8, 185, 20, 218, 20, 255, 21.8, 289, 21.3 
2238559, J, 2005-04-07, 3, 35.5, 22.9, 0, 0.0016, 8, 1.8, 8113, 60.3, 31, 28, 30.4, 78, 30.9, 113, 27.7, 146, 26.8, 183, 23.6, 217, 26.3, 253, 26.8, 287, 22.7 
2238776, J, 2005-01-22, 3, 38.1, 26.2, 0, 0.0024, 8, 2.8, 7707, 55.6, 31.25, 33, 30.4, 68, 30, 103, 29.1, 153, 31.8, 188, 21.8, 221, 17.7, 258, 22.2, 292, 19.1 
