lactkey,Breed,CalveDate,Parity,Scale,Ramp,Offset,Decay,points,RMSE,M305,PeakDay,PeakMilk,dim1,milk1,dim2,milk2,dim3,milk3,dim4,milk4,dim5,milk5,dim6,milk6,dim7,milk7,dim8,milk8,dim9,milk9,dim10,milk10
5090178, H, 2006-02-19, 1, 50.7, 33.3, -0.5, 0.001, 9, 3.8, 12535, 91.6, 44.92, 30, 38.1, 58, 40.4, 86, 45.9, 121, 47.7, 149, 48.6, 184, 37.2, 212, 44.5, 244, 43.1, 275, 33.1 
5094239, H, 2006-01-29, 1, 45, 28.7, -0.5, 0.0012, 10, 1.8, 10875, 77.8, 39.69, 27, 37.2, 55, 39, 83, 40.4, 117, 36.3, 153, 35.4, 179, 35, 214, 36.8, 243, 36.8, 275, 32.7, 300, 30 
5094090, H, 2006-02-19, 1, 37, 33, -0.5, 0.0024, 9, 9.6, 7441, 62.9, 29.53, 34, 24.1, 62, 31.3, 96, 22.7, 132, 32.7, 158, 24.5, 193, 36.8, 222, 35.4, 254, 10, 279, 2.7 
5094258, H, 2006-01-28, 1, 45.5, 32.5, -0.5, 0.0018, 10, 4.5, 9983, 71.2, 37.86, 28, 30.4, 56, 40.4, 84, 33.6, 118, 40, 154, 43.1, 180, 28.6, 215, 27.2, 244, 34.5, 276, 25.4, 301, 23.2 
5094127, J, 2006-02-19, 1, 33.4, 29.6, -0.5, 0.0008, 9, 4.6, 8488, 88.9, 30.26, 34, 31.8, 62, 35, 96, 21.8, 132, 24.1, 158, 32.2, 193, 25.9, 222, 26.8, 254, 31.8, 279, 28.1 
5094256, H, 2006-01-28, 1, 38.3, 31.5, -0.5, 0.0005, 10, 1.8, 10234, 109.8, 35.75, 28, 32.2, 56, 31.3, 84, 34, 118, 35, 154, 35.4, 180, 36.3, 215, 36.8, 244, 31.8, 276, 35.4, 301, 31.8 
5094237, J, 2006-02-19, 1, 36.8, 29.1, -0.5, 0.0003, 9, 4.7, 10190, 117.9, 35.28, 34, 39, 62, 32.7, 96, 31.3, 132, 35, 158, 30.9, 193, 27.7, 222, 35.4, 254, 36.8, 279, 40 
5094179, H, 2006-01-28, 1, 38.3, 36.7, -0.5, 0.0011, 10, 3.9, 9203, 92.7, 33.16, 28, 24.1, 56, 28.1, 84, 31.3, 118, 27.2, 154, 28.6, 180, 29.5, 215, 35.9, 244, 33.1, 276, 28.1, 301, 31.8 
5090081, H, 2006-02-20, 1, 38.3, 33.5, -0.5, 0.0008, 10, 4.9, 9780, 100.1, 34.61, 29, 32.2, 57, 22.7, 85, 38.6, 120, 35.9, 148, 32.7, 183, 41.3, 211, 34.5, 243, 30.9, 274, 31.3, 302, 25 
5094153, H, 2006-01-28, 1, 44.8, 29.8, -0.5, 0.0013, 9, 2, 10541, 76, 38.86, 28, 36.8, 56, 37.7, 84, 38.6, 118, 35, 154, 35.4, 180, 38.6, 215, 35.9, 244, 31.8, 276, 29.1 
5094039, H, 2006-02-20, 1, 29.7, 26.1, -0.5, 0.0006, 10, 4.2, 7893, 91.1, 27.71, 33, 31.3, 61, 30, 95, 22.7, 131, 25.9, 157, 18.2, 192, 27.2, 221, 26.3, 253, 28.1, 278, 25.9, 305, 28.6 
5089981, J, 2006-01-28, 1, 29.9, 31, -0.5, 0.0015, 10, 2.6, 6855, 74.1, 25.55, 24, 22.7, 52, 23.6, 80, 25.9, 108, 22.7, 143, 24.5, 171, 28.6, 206, 25, 234, 21.8, 266, 16.8, 297, 15.9 
5090153, H, 2006-02-21, 1, 37.5, 34.7, -0.5, 0.0015, 10, 6.2, 8547, 79.7, 31.64, 28, 22.2, 56, 33.1, 84, 23.6, 119, 42.2, 147, 35.9, 182, 26.8, 210, 21.8, 242, 27.7, 273, 30.4, 301, 16.8 
5094291, H, 2006-01-27, 1, 42.1, 28.8, -0.5, 0.0008, 10, 2.4, 10810, 89.4, 38.4, 29, 33.1, 57, 41.3, 85, 39, 119, 37.2, 155, 35, 181, 31.8, 216, 34.5, 245, 35.4, 277, 35.9, 302, 35.9 
5094372, H, 2006-02-21, 1, 51.3, 28.9, -0.5, 0.0018, 9, 2.5, 11255, 65.7, 43.17, 32, 42.7, 60, 42.7, 94, 41.8, 130, 39, 156, 37.2, 191, 38.6, 220, 32.2, 252, 37.2, 277, 27.2 
