lactkey,Breed,CalveDate,Parity,Scale,Ramp,Offset,Decay,points,RMSE,M305,PeakDay,PeakMilk,dim1,milk1,dim2,milk2,dim3,milk3,dim4,milk4,dim5,milk5,dim6,milk6,dim7,milk7,dim8,milk8,dim9,milk9,dim10,milk10
3526655, H, 2006-11-03, 3, 69.9, 41.2, 0, 0.0025, 9, 8.9, 13569, 69, 53.3, 18, 31.3, 49, 50.4, 83, 60.4, 110, 60.8, 140, 59.9, 182, 32.2, 217, 44, 252, 35.9, 280, 25.9 
3527246, H, 2006-11-03, 2, 61.8, 23.3, -0.8, 0.0021, 9, 1.9, 13214, 54.4, 52.55, 18, 45.4, 49, 51.8, 83, 50.8, 110, 52.7, 140, 43.6, 182, 41.8, 217, 41.8, 252, 35, 280, 33.1 
3526407, H, 2006-11-03, 3, 54, 15.6, 0, 0.0023, 9, 4.2, 11402, 41.8, 47.33, 18, 44.5, 49, 45.4, 83, 47.7, 110, 45.9, 140, 29.5, 182, 35.9, 217, 37.7, 252, 31.8, 280, 25.4 
3524919, H, 2006-11-04, 3, 71.7, 36, 0, 0.0018, 9, 2.2, 15617, 76.2, 58.82, 17, 45.9, 48, 55.8, 82, 59.9, 109, 60.8, 139, 56.3, 181, 49.5, 216, 50.8, 251, 47.2, 279, 40 
3526080, H, 2006-11-03, 3, 62.5, 42.3, 0, 0.0016, 9, 2.5, 13844, 87.7, 51, 18, 35.9, 49, 48.1, 83, 51.3, 110, 53.1, 140, 51.3, 182, 44.9, 217, 48.1, 252, 41.8, 280, 39 
3527421, H, 2006-11-04, 2, 72.9, 25.6, -0.8, 0.003, 9, 5.5, 13640, 48.8, 58.35, 17, 50.4, 48, 54, 82, 54.9, 109, 57.2, 139, 52.2, 181, 42.7, 216, 45.9, 251, 32.7, 279, 19.5 
3525076, H, 2006-11-03, 2, 59.3, 24.7, -0.8, 0.002, 9, 7.1, 12854, 57.8, 50.4, 18, 45.4, 49, 41.8, 83, 53.6, 110, 45.9, 140, 44, 182, 49, 217, 49.5, 252, 34.5, 280, 20.9 
3526418, H, 2006-11-06, 3, 69.6, 38.9, 0, 0.0023, 9, 9.3, 13922, 69.8, 54.25, 15, 43.6, 46, 47.2, 80, 54, 107, 59.9, 137, 53.6, 179, 45.9, 214, 40.9, 249, 34, 277, 10.9 
3525253, H, 2006-11-02, 2, 65.5, 22.2, -0.8, 0.0014, 9, 2.4, 15592, 62, 58.37, 19, 52.2, 50, 56.7, 84, 57.2, 111, 58.6, 141, 49, 183, 51.8, 218, 52.2, 253, 46.8, 281, 42.2 
3527249, H, 2006-11-06, 2, 62.2, 26.4, -0.7, 0.001, 9, 4.1, 15417, 76.3, 55.88, 15, 35.4, 46, 50.8, 80, 55.4, 107, 62.2, 137, 51.8, 179, 52.2, 214, 50.4, 249, 47.7, 277, 45.4 
3527516, H, 2006-11-01, 2, 58.5, 26.4, -0.8, 0.0018, 9, 3.2, 13027, 62.8, 50, 20, 36.8, 51, 47.2, 85, 48.1, 112, 49, 142, 42.2, 184, 44.5, 219, 40.9, 254, 40.4, 282, 38.6 
3527275, H, 2006-11-06, 2, 64.2, 23.7, -0.8, 0.0029, 9, 3.2, 12337, 48.2, 52.34, 15, 40.9, 46, 55.4, 80, 53.6, 107, 49.9, 137, 37.2, 179, 38.6, 214, 35.9, 249, 31.3, 277, 28.6 
3525179, H, 2006-11-01, 2, 60.2, 21.6, -0.8, 0.0018, 9, 13.1, 13470, 55.1, 52.44, 20, 49.5, 51, 51.3, 85, 13.2, 112, 43.6, 142, 47.2, 184, 44.9, 219, 47.2, 254, 37.2, 282, 31.8 
