lactkey,Breed,CalveDate,Parity,Scale,Ramp,Offset,Decay,points,RMSE,M305,PeakDay,PeakMilk,dim1,milk1,dim2,milk2,dim3,milk3,dim4,milk4,dim5,milk5,dim6,milk6,dim7,milk7,dim8,milk8,dim9,milk9,dim10,milk10
2514246, H, 2005-02-09, 6, 56.4, 13.7, 0, 0.0044, 10, 4.6, 9102, 29.8, 46.67, 9, 40, 44, 42.7, 79, 44, 107, 33.6, 135, 33.1, 163, 31.3, 198, 29.1, 226, 21.3, 261, 10, 287, 7.3 
2514382, H, 2005-06-19, 4, 44.6, 9.1, 0, 0.0029, 10, 4.3, 8852, 27.1, 40.2, 5, 32.7, 33, 36.3, 68, 44.9, 96, 36.3, 131, 35, 157, 21.3, 186, 21.3, 215, 24.5, 244, 21.8, 278, 20.4 
2514648, H, 2005-02-03, 2, 51.6, 25.6, -0.7, 0.0034, 9, 6.1, 9225, 46.4, 40.6, 15, 27.2, 50, 39, 85, 48.1, 113, 37.2, 141, 34.5, 169, 33.1, 204, 26.8, 232, 22.2, 267, 9.5 
2514301, H, 2005-06-25, 3, 65.6, 36.5, 0, 0.0032, 9, 4.7, 11624, 56.7, 48.84, 27, 39.5, 62, 55.4, 90, 42.2, 125, 49.9, 151, 38.6, 180, 40.9, 209, 33.1, 238, 27.7, 272, 22.7 
2514524, B, 2005-01-30, 3, 70, 19.6, -0, 0.0025, 10, 3.1, 14322, 46.7, 59.5, 19, 55.4, 54, 56.3, 89, 57.2, 117, 52.7, 145, 51.8, 173, 45.9, 208, 45.4, 236, 40.9, 271, 36.3, 297, 25.9 
2514178, H, 2005-06-25, 8, 53.9, 27, 0, 0.0036, 9, 4, 9250, 46.6, 41.41, 27, 37.2, 62, 45.4, 90, 33.6, 125, 41.3, 151, 31.3, 180, 25, 209, 20.9, 238, 20.4, 272, 22.7 
2514274, H, 2005-01-14, 3, 70.7, 24.1, 0, 0.0046, 9, 6.9, 10867, 39.1, 53.32, 7, 45.4, 35, 52.2, 70, 46.3, 105, 47.2, 133, 49.5, 161, 32.2, 189, 27.7, 224, 27.7, 252, 6.4 
2514626, W, 2005-06-27, 3, 50.8, 29.1, -0, 0.004, 10, 2.9, 8233, 45.5, 37.82, 25, 35, 60, 38.1, 88, 33.1, 123, 34, 149, 32.7, 178, 23.6, 207, 22.2, 236, 21.3, 270, 15, 305, 9.1 
2514558, H, 2005-01-13, 2, 66.2, 25.6, -0.7, 0.0021, 10, 4.4, 14076, 57.6, 55.62, 8, 31.8, 36, 53.1, 71, 63.6, 106, 54.5, 134, 50.4, 162, 46.3, 190, 44.9, 225, 42.2, 253, 35.9, 288, 33.6 
2514240, H, 2005-06-28, 5, 78.9, 31, 0, 0.0046, 10, 6.6, 11813, 42.9, 56.6, 24, 44.9, 59, 67.6, 87, 56.3, 122, 40, 148, 35.4, 177, 28.6, 206, 38.1, 235, 26.3, 269, 25.4, 304, 13.6 
2514457, H, 2005-01-07, 3, 51.9, 24.2, 0, 0.0038, 10, 5.3, 8835, 43.4, 40.45, 14, 30.9, 42, 47.2, 77, 32.7, 112, 34, 140, 27.7, 168, 34.5, 196, 26.8, 231, 27.7, 259, 15.9, 294, 8.6 
2514310, H, 2005-06-30, 3, 66.7, 32.4, 0, 0.0043, 10, 2.9, 10335, 45.5, 48.06, 22, 41.3, 57, 49.5, 85, 46.8, 120, 44.9, 146, 34.5, 175, 30.4, 204, 29.1, 233, 24.1, 267, 17.7, 302, 14.5 
2514568, H, 2005-07-01, 3, 61.8, 33, 0, 0.0015, 10, 10.3, 14207, 78.9, 52.56, 21, 44.5, 56, 54.5, 84, 47.7, 119, 22.2, 145, 43.1, 174, 55.4, 203, 45.9, 232, 52.2, 266, 38.6, 301, 37.2 
2514219, H, 2005-07-02, 7, 43.3, 19.7, 0, 0.002, 10, 4.1, 9456, 51, 37.61, 20, 35.9, 55, 37.7, 83, 25.9, 118, 38.6, 144, 36.3, 173, 32.2, 202, 30.9, 231, 23.6, 265, 25.4, 300, 24.1 
2514756, H, 2005-07-02, 2, 45.9, 25.9, -0.8, 0.0021, 10, 3.5, 9700, 57.6, 38.42, 20, 28.6, 55, 43.1, 83, 37.2, 118, 41.3, 144, 32.2, 173, 26.8, 202, 30, 231, 30.4, 265, 26.8, 300, 25.9 
2514462, H, 2005-07-04, 4, 37.8, 8.7, 0, 0.0025, 9, 3.6, 7922, 27.7, 34.53, 18, 37.2, 53, 26.8, 81, 30.9, 116, 26.8, 142, 21.3, 171, 29.5, 200, 20.4, 229, 23.6, 263, 18.6 
2514633, H, 2005-07-09, 3, 57.8, 36, 0, 0.0026, 10, 3.9, 11165, 63.3, 44.77, 13, 35.9, 48, 40.9, 76, 45.9, 111, 43.1, 137, 40.9, 166, 39, 195, 34.5, 224, 36.8, 258, 31.8, 293, 16.3 
2514192, H, 2005-07-11, 2, 34.6, 23.6, -0.8, 0.0042, 9, 5.3, 5592, 39.7, 26.68, 11, 12.3, 46, 33.6, 74, 32.7, 109, 22.7, 135, 16.3, 164, 15, 193, 13.2, 222, 12.7, 256, 10.9 
2514404, H, 2005-07-13, 3, 56.8, 23.9, 0, 0.0027, 10, 3.5, 11140, 50.4, 46.56, 9, 36.3, 44, 44.5, 72, 50.4, 107, 35, 133, 44, 162, 38.1, 191, 34.5, 220, 32.7, 254, 24.5, 289, 25 
2514169, H, 2005-07-14, 2, 46.5, 25.7, -0.7, 0.0031, 10, 7.2, 8587, 48.3, 36.99, 8, 18.2, 43, 31.8, 71, 43.6, 106, 44.5, 132, 38.1, 161, 30.4, 190, 25, 219, 22.2, 253, 15, 288, 9.5 
2514372, H, 2005-07-15, 3, 47.7, 17.7, 0, 0.0045, 9, 5.8, 7530, 34, 37.93, 7, 30.4, 42, 36.8, 70, 41.3, 105, 27.7, 131, 30.9, 160, 26.3, 189, 25, 218, 16.8, 252, 1.4 
2514783, H, 2005-07-17, 2, 39.5, 23.5, -0.8, 0.0038, 10, 3.1, 6723, 41.8, 30.98, 5, 21.3, 40, 29.1, 68, 30, 103, 33.1, 129, 28.1, 158, 19.1, 187, 19.1, 216, 13.2, 250, 15.4, 285, 12.3 
2514753, H, 2005-07-23, 2, 39.8, 21.3, -0.8, 0.0044, 8, 2.6, 6304, 36.8, 30.97, 34, 32.2, 62, 33.6, 97, 28.6, 123, 22.7, 152, 20, 181, 15.9, 210, 11.3, 244, 11.3 
2514738, H, 2005-07-29, 2, 41.2, 22.5, -0.8, 0.002, 9, 2.4, 8901, 53.9, 35.26, 28, 35, 56, 34.5, 91, 31.8, 117, 29.5, 146, 35.4, 175, 28.1, 204, 25.9, 238, 28.1, 273, 21.8 
