lactkey,Breed,CalveDate,Parity,Scale,Ramp,Offset,Decay,points,RMSE,M305,PeakDay,PeakMilk,dim1,milk1,dim2,milk2,dim3,milk3,dim4,milk4,dim5,milk5,dim6,milk6,dim7,milk7,dim8,milk8,dim9,milk9,dim10,milk10
3891450, H, 2007-09-13, 2, 58.5, 26.4, -0.7, 0.0009, 9, 8.3, 14815, 80, 53.16, 26, 37.7, 55, 49.5, 82, 50.8, 110, 37.7, 147, 42.7, 173, 43.6, 208, 51.3, 243, 54.5, 271, 57.2 
3891172, H, 2007-09-14, 5, 62.3, 20.3, 0, 0.0036, 9, 7.8, 10863, 40.3, 50.09, 25, 43.6, 54, 64, 81, 36.8, 109, 35, 146, 35.9, 172, 45.9, 207, 26.8, 242, 21.3, 270, 23.2 
3890622, H, 2007-09-13, 2, 56.9, 24.3, -0.8, 0.0014, 9, 5.7, 13451, 65.6, 50.21, 26, 42.2, 55, 49.5, 82, 49.5, 110, 62.2, 147, 41.3, 173, 39, 208, 39, 243, 40, 271, 44 
3891583, H, 2007-09-16, 2, 57.7, 23.9, -0.8, 0.0018, 9, 7.5, 12801, 58.4, 49.64, 23, 44.9, 52, 44, 79, 49.5, 107, 64.9, 144, 35.9, 170, 37.7, 205, 35, 240, 35.9, 268, 41.8 
3891609, H, 2007-09-12, 2, 57.9, 21.8, -0.8, 0.0025, 9, 4.2, 11783, 48.9, 48.64, 27, 49, 56, 47.2, 83, 44, 111, 45.9, 148, 34.5, 174, 45.4, 209, 32.2, 244, 26.8, 272, 33.6 
3891570, X, 2007-09-16, 2, 51.4, 23.6, -0.8, 0.0019, 9, 2.5, 11348, 57.5, 44.18, 23, 36.3, 52, 44, 79, 48.1, 107, 43.1, 144, 40, 170, 37.7, 205, 30.9, 240, 32.2, 268, 32.7 
3891547, H, 2007-09-07, 2, 55.1, 22.9, -0.8, 0.0027, 8, 4.8, 10880, 48.6, 45.58, 32, 47.2, 61, 38.6, 88, 40.9, 116, 49, 153, 34.5, 179, 38.1, 214, 31.8, 249, 22.7 
3891580, H, 2007-09-17, 2, 50.2, 26.3, -0.8, 0.0017, 9, 3.1, 11313, 64.1, 43.1, 22, 36.3, 51, 37.2, 78, 36.3, 106, 43.1, 143, 38.6, 169, 36.8, 204, 36.3, 239, 34.5, 267, 30 
3891562, H, 2007-09-03, 2, 54.2, 19.6, -0.8, 0.0043, 8, 5.4, 8709, 35.7, 42.81, 36, 45.9, 65, 38.6, 92, 36.8, 120, 32.2, 157, 25.4, 183, 33.1, 218, 14.5, 253, 8.2 
3891576, H, 2007-09-17, 2, 59.8, 21, -0.8, 0.0023, 9, 4.3, 12586, 49.7, 51.06, 22, 51.8, 51, 45.4, 78, 54.9, 106, 44.5, 143, 38.6, 169, 39, 204, 43.1, 239, 30.9, 267, 36.3 
3890489, H, 2007-08-31, 3, 53.5, 42.3, 0, 0.0019, 9, 3.6, 11290, 80.5, 42.43, 39, 40.9, 68, 35.4, 95, 35, 123, 42.2, 160, 41.3, 186, 38.1, 221, 34, 256, 32.2, 284, 33.6 
3891585, H, 2007-09-18, 2, 54.6, 19.4, -0.8, 0.0013, 9, 9.5, 13132, 56.9, 49.31, 21, 53.1, 50, 48.1, 77, 48.1, 105, 39, 142, 29.5, 168, 31.8, 203, 43.1, 238, 42.7, 266, 54.5 
3891147, H, 2007-08-30, 6, 46, 13.5, 0, 0.0031, 10, 4.2, 8734, 34, 39.7, 5, 26.3, 40, 47.2, 69, 37.7, 96, 35, 124, 22.7, 161, 25.4, 187, 25.4, 222, 23.6, 257, 20, 285, 24.1 
3890405, H, 2007-09-18, 4, 37.8, 42.2, 0, 0.0013, 9, 7.5, 8697, 94.5, 31.57, 21, 9.1, 50, 29.1, 77, 36.8, 105, 42.2, 142, 30.9, 168, 35.9, 203, 29.1, 238, 25.4, 266, 19.5 
3891528, H, 2007-08-29, 2, 50.2, 26.4, -0.7, 0.0022, 10, 8.2, 10535, 57.8, 41.81, 6, 19.5, 41, 38.6, 70, 30.4, 97, 33.1, 125, 44.9, 162, 37.2, 188, 20.4, 223, 38.1, 258, 37.2, 286, 32.2 
3891282, H, 2007-09-19, 3, 62.1, 19, 0, 0.0016, 9, 3.5, 14401, 53.9, 55.34, 20, 49, 49, 58.1, 76, 53.6, 104, 56.7, 141, 45.4, 167, 40.9, 202, 45.9, 237, 45.4, 265, 44 
3890510, H, 2007-08-29, 3, 53.5, 30.4, 0, 0.0026, 10, 3.1, 10457, 58.2, 42.53, 6, 33.1, 41, 44, 70, 36.8, 97, 37.7, 125, 40.9, 162, 37.2, 188, 33.1, 223, 33.1, 258, 22.7, 286, 26.3 
3891261, H, 2007-09-24, 3, 59.3, 9.9, 0, 0.0018, 9, 3.5, 13521, 33, 54.79, 15, 53.1, 44, 54.9, 71, 50.8, 99, 43.1, 136, 50.8, 162, 39, 197, 39, 232, 40, 260, 40.4 
3891587, H, 2007-08-29, 2, 41.7, 22, -0.8, 0.0004, 10, 8.7, 11474, 87.8, 39.84, 6, 26.3, 41, 38.6, 70, 50.4, 97, 36.8, 125, 19.5, 162, 49.5, 188, 33.1, 223, 39.5, 258, 35.9, 286, 46.8 
