lactkey,Breed,CalveDate,Parity,Scale,Ramp,Offset,Decay,points,RMSE,M305,PeakDay,PeakMilk,dim1,milk1,dim2,milk2,dim3,milk3,dim4,milk4,dim5,milk5,dim6,milk6,dim7,milk7,dim8,milk8,dim9,milk9,dim10,milk10
338697, X, 2006-07-15, 1, 35.4, 30.9, -0.5, 0.0006, 8, 1.7, 9333, 103, 32.75, 6, 17.3, 42, 30.9, 64, 31.8, 103, 35, 126, 33.1, 158, 30.9, 212, 30, 268, 31.3 
338713, X, 2006-07-15, 1, 22.7, 30.4, -0.5, 0.001, 8, 2.1, 5594, 84.6, 20.17, 6, 13.6, 42, 20, 64, 18.6, 103, 23.6, 126, 15.9, 158, 19.5, 212, 16.8, 268, 19.1 
338674, X, 2006-07-15, 1, 30.5, 31.2, -0.5, 0.0007, 8, 3.3, 7933, 98.9, 27.98, 6, 11.3, 42, 28.1, 64, 25.9, 103, 30.4, 126, 31.8, 158, 25.4, 212, 28.1, 268, 23.6 
338735, X, 2006-07-15, 1, 30, 31.1, -0.5, 0.0004, 8, 5.6, 8194, 118.1, 28.46, 6, 4.1, 42, 28.1, 64, 30, 103, 32.2, 126, 29.5, 158, 28.1, 212, 31.3, 268, 22.2 
337686, X, 2006-07-15, 1, 26.1, 31.3, -0.5, 0.0011, 8, 4.7, 6345, 83.8, 22.99, 6, 5.9, 42, 22.7, 64, 22.2, 103, 28.1, 126, 28.6, 158, 21.8, 212, 16.3, 268, 18.2 
339001, X, 2006-07-15, 1, 33.9, 29.4, -0.5, 0.0009, 8, 3.4, 8477, 85.5, 30.41, 6, 14.5, 42, 33.1, 64, 30.4, 103, 35, 126, 28.1, 158, 25.4, 212, 28.1, 268, 26.8 
337189, X, 2006-07-15, 1, 22.1, 32.3, -0.5, -0.0002, 8, 4.8, 6514, 0, 11.2, 6, 1.8, 42, 21.3, 64, 16.8, 103, 22.7, 126, 27.7, 158, 24.1, 212, 20.9, 268, 22.7 
338762, X, 2006-07-16, 1, 32.8, 31.6, -0.5, 0.0011, 8, 2.6, 7955, 84.3, 28.81, 5, 15.4, 41, 26.3, 63, 26.3, 102, 33.6, 125, 28.6, 157, 30, 211, 24.1, 267, 22.7 
334097, X, 2006-07-15, 1, 28.7, 29.4, -0.5, 0.0014, 8, 4.6, 6721, 74.6, 24.86, 6, 7.3, 42, 28.1, 64, 29.5, 103, 27.2, 126, 24.1, 158, 19.5, 212, 18.2, 268, 21.3 
338987, X, 2006-07-16, 1, 24, 31, -0.5, 0.0008, 8, 2.2, 6161, 95, 21.83, 5, 13.2, 41, 19.1, 63, 21.3, 102, 24.5, 125, 19.5, 157, 19.1, 211, 24.5, 267, 18.2 
335311, X, 2006-07-14, 1, 31.3, 34.9, -0.5, 0.0002, 8, 3.8, 8665, 145.4, 30.07, 7, 20.9, 43, 19.1, 65, 26.3, 104, 33.1, 127, 30, 159, 27.7, 213, 35.4, 269, 27.2 
339129, X, 2006-07-16, 1, 39.6, 32.2, -0.5, 0.0003, 8, 2.4, 10855, 125.2, 37.67, 5, 25.4, 41, 30.9, 63, 35.4, 102, 37.7, 125, 35, 157, 42.2, 211, 38.1, 267, 35.4 
335309, X, 2006-07-14, 1, 31.3, 34.9, -0.5, 0.0002, 8, 3.8, 8665, 145.4, 30.07, 7, 20.9, 43, 19.1, 65, 26.3, 104, 33.1, 127, 30, 159, 27.7, 213, 35.4, 269, 27.2 
339131, X, 2006-07-16, 1, 34.9, 30.6, -0.5, 0.0021, 8, 2, 7336, 64, 28.63, 5, 20.9, 41, 28.1, 63, 25.9, 102, 30.4, 125, 29.5, 157, 24.5, 211, 19.5, 267, 19.5 
336115, X, 2006-07-13, 1, 27.8, 31, -0.5, 0.0006, 8, 1.9, 7313, 101.8, 25.69, 8, 20.4, 44, 22.7, 66, 24.1, 105, 22.7, 128, 24.5, 160, 26.8, 214, 25.9, 270, 24.1 
339110, X, 2006-07-18, 1, 29.3, 30.8, -0.5, 0.0013, 8, 1.5, 6901, 78.1, 25.37, 39, 24.1, 61, 22.7, 100, 26.8, 123, 25.4, 155, 25, 209, 21.3, 265, 21.8, 305, 17.3 
335087, X, 2006-07-11, 1, 25.2, 30.6, -0.5, 0.001, 8, 1.2, 6184, 84.6, 22.31, 10, 16.8, 46, 20.9, 68, 22.7, 107, 21.8, 130, 22.2, 162, 18.6, 216, 21.3, 272, 20 
339097, X, 2006-07-22, 1, 39.2, 30.3, -0.5, 0.0011, 8, 2.4, 9539, 82.1, 34.6, 35, 33.1, 57, 34, 96, 31.3, 119, 36.3, 151, 31.3, 205, 30.9, 261, 33.6, 301, 25.4 
338288, X, 2006-07-10, 1, 26.4, 34.3, -0.5, -0, 8, 3.8, 7643, 0, 13.4, 11, 9.1, 47, 19.1, 69, 26.3, 108, 30.4, 131, 25, 163, 27.2, 217, 29.5, 273, 25 
333491, X, 2006-07-23, 1, 28, 31, -0.5, 0.0002, 8, 3.5, 7850, 136.1, 27.14, 34, 26.8, 56, 21.3, 95, 30, 118, 20, 150, 29.1, 204, 27.2, 260, 28.1, 300, 27.7 
336564, X, 2006-07-10, 1, 21.7, 30.2, -0.5, 0.0005, 8, 3, 5824, 107.3, 20.32, 11, 10, 47, 24.1, 69, 20.9, 108, 20, 131, 15.9, 163, 18.2, 217, 21.8, 273, 20.4 
335077, X, 2006-07-23, 1, 35.2, 29.8, -0.5, 0.0018, 8, 2.2, 7796, 68.2, 29.67, 34, 31.8, 56, 25.4, 95, 30, 118, 27.7, 150, 28.1, 204, 24.1, 260, 20.4, 300, 21.3 
338611, X, 2006-07-09, 1, 25.2, 31.7, -0.5, 0.0003, 8, 2.5, 6978, 130, 24.17, 12, 17.3, 48, 17.3, 70, 24.5, 109, 27.7, 132, 21.8, 164, 26.3, 218, 23.6, 274, 23.6 
337677, X, 2006-07-23, 1, 28, 30.2, -0.5, 0.0004, 8, 2.3, 7591, 111.2, 26.42, 34, 23.2, 56, 28.6, 95, 25.9, 118, 21.3, 150, 26.8, 204, 25.4, 260, 25.4, 300, 27.2 
338442, X, 2006-07-09, 1, 28.1, 30.5, -0.5, 0.0007, 8, 3.1, 7300, 96.8, 25.77, 12, 17.3, 48, 28.1, 70, 20.9, 109, 29.1, 132, 24.5, 164, 24.5, 218, 20.4, 274, 26.8 
338709, X, 2006-07-23, 1, 35, 32.4, -0.5, 0.0016, 8, 5.2, 7850, 73.7, 29.46, 34, 19.1, 56, 29.5, 95, 37.2, 118, 35.9, 150, 24.1, 204, 21.8, 260, 22.7, 300, 19.5 
338894, X, 2006-07-08, 1, 24.4, 31.4, -0.5, 0.0005, 8, 2.9, 6505, 108.7, 22.74, 13, 12.7, 49, 20, 71, 23.2, 110, 27.2, 133, 24.5, 165, 17.3, 219, 23.6, 275, 20.9 
338721, X, 2006-07-23, 1, 39.6, 35.4, -0.5, 0.0007, 8, 5, 10189, 107.4, 35.91, 34, 25.9, 56, 29.5, 95, 35.9, 118, 26.8, 150, 32.7, 204, 31.8, 260, 37.2, 300, 38.1 
338449, X, 2006-07-08, 1, 38.1, 32.4, -0.5, 0.0013, 8, 3.4, 8975, 80.9, 32.89, 13, 21.3, 49, 29.5, 71, 32.7, 110, 36.3, 133, 33.1, 165, 36.3, 219, 24.1, 275, 24.5 
338726, X, 2006-07-23, 1, 30.3, 29.5, -0.5, 0.002, 8, 1.3, 6531, 64.9, 25.24, 34, 26.3, 56, 25, 95, 25, 118, 21.3, 150, 22.7, 204, 19.1, 260, 18.2, 300, 17.3 
338436, X, 2006-07-08, 1, 25.7, 31, -0.5, 0.001, 8, 6.3, 6354, 86.6, 22.85, 13, 12.7, 49, 20.9, 71, 27.7, 110, 28.1, 133, 14.5, 165, 28.1, 219, 10, 275, 25 
333509, X, 2006-07-24, 1, 27.8, 30.8, -0.5, 0.0015, 8, 1.4, 6380, 74.3, 23.75, 33, 20.9, 55, 23.6, 94, 23.6, 117, 23.6, 149, 22.7, 203, 22.2, 259, 15.4, 299, 18.2 
335284, X, 2006-07-08, 1, 24, 31.1, -0.5, 0.0005, 8, 3.8, 6403, 107.1, 22.39, 13, 19.1, 49, 15.9, 71, 23.2, 110, 25.4, 133, 18.2, 165, 20, 219, 28.1, 275, 18.6 
338695, X, 2006-07-24, 1, 27.3, 31.1, -0.5, 0.0013, 8, 1.5, 6444, 78.4, 23.68, 33, 19.1, 55, 24.1, 94, 25, 117, 25, 149, 22.2, 203, 19.5, 259, 20.4, 299, 17.3 
338743, X, 2006-07-06, 1, 33.3, 35.4, -0.5, 0.0003, 8, 3.7, 9108, 136.6, 31.66, 15, 20.9, 51, 22.2, 73, 24.1, 112, 30, 135, 32.2, 167, 33.1, 221, 30, 277, 34.5 
339144, X, 2006-07-24, 1, 33.9, 29.2, -0.5, 0.0011, 8, 3.4, 8328, 81.7, 30.12, 33, 34.5, 55, 24.1, 94, 29.1, 117, 31.3, 149, 26.3, 203, 27.2, 259, 27.2, 299, 25 
338601, X, 2006-07-05, 1, 42.5, 30.4, -0.5, 0.0013, 8, 1.2, 10069, 78.1, 36.95, 16, 30.9, 52, 35.9, 74, 35.4, 113, 35, 136, 37.2, 168, 34.5, 222, 32.7, 278, 28.6 
338285, X, 2006-07-25, 1, 25.1, 30.2, -0.5, 0.0005, 8, 2.4, 6758, 107.9, 23.57, 32, 21.3, 54, 25, 93, 22.7, 116, 18.2, 148, 22.7, 202, 25.9, 258, 23.2, 298, 22.2 
335069, X, 2006-07-05, 1, 31.7, 34.2, -0.5, 0.0006, 8, 3.2, 8289, 109.6, 29.1, 16, 19.1, 52, 20.9, 74, 28.1, 113, 29.5, 136, 33.1, 168, 31.8, 222, 27.2, 278, 24.5 
339125, X, 2006-07-25, 1, 38.7, 30, -0.5, 0.0014, 8, 1.7, 9078, 75.9, 33.5, 32, 30.9, 54, 34.5, 93, 34, 116, 30.4, 148, 29.5, 202, 29.1, 258, 30.4, 298, 24.5 
335314, X, 2006-07-04, 1, 22.8, 31.5, -0.5, 0.0004, 8, 2.7, 6178, 115.9, 21.5, 17, 18.2, 53, 16.3, 75, 18.6, 114, 22.7, 137, 21.3, 169, 26.8, 223, 20, 279, 19.5 
339118, X, 2006-07-26, 1, 33.3, 30.6, -0.5, 0.001, 8, 3.3, 8294, 87, 29.76, 31, 23.6, 53, 32.7, 92, 33.6, 115, 22.7, 147, 28.6, 201, 27.7, 257, 27.7, 297, 25 
