lactkey,Breed,CalveDate,Parity,Scale,Ramp,Offset,Decay,points,RMSE,M305,PeakDay,PeakMilk,dim1,milk1,dim2,milk2,dim3,milk3,dim4,milk4,dim5,milk5,dim6,milk6,dim7,milk7,dim8,milk8,dim9,milk9,dim10,milk10
2515078, H, 2006-08-13, 1, 35.3, 29.5, -0.5, 0.0009, 10, 3.5, 8869, 86.5, 31.76, 12, 26.8, 47, 32.7, 68, 30, 96, 25, 124, 30, 159, 35, 187, 30, 216, 30, 244, 23.6, 278, 30.9 
2515108, H, 2006-10-20, 1, 45.6, 32.3, -0.5, 0.0007, 10, 4.3, 11700, 98.4, 41.39, 28, 35.9, 56, 38.1, 91, 40.4, 119, 40.4, 148, 40, 176, 40.9, 210, 40, 239, 49.5, 272, 34.5, 302, 30 
2515083, H, 2006-07-22, 1, 29.1, 36.3, -0.5, 0.0006, 11, 1.3, 7644, 116.9, 26.78, 6, 16.3, 34, 20, 69, 26.3, 90, 25.4, 118, 27.2, 146, 26.3, 181, 26.8, 209, 28.1, 238, 26.3, 266, 24.5, 300, 24.5 
2515085, H, 2006-10-21, 1, 38.9, 34.6, -0.5, 0.0006, 10, 5.2, 10195, 111.6, 35.76, 27, 23.6, 55, 33.1, 90, 36.3, 118, 35.4, 147, 40.4, 175, 45.9, 209, 29.5, 238, 38.6, 271, 27.2, 301, 29.5 
2515041, H, 2006-06-22, 1, 32.5, 29.8, -0.5, 0.0008, 10, 3.2, 8286, 90.1, 29.49, 36, 26.3, 64, 32.7, 99, 25.4, 120, 35.4, 148, 25, 176, 24.5, 211, 26.3, 239, 29.1, 268, 27.2, 296, 25.9 
2515143, H, 2006-10-21, 1, 41.4, 33.2, -0.5, 0.0013, 10, 4.6, 9702, 81.7, 35.56, 27, 31.3, 55, 30, 90, 36.3, 118, 37.2, 147, 30, 175, 39, 209, 39.5, 238, 32.2, 271, 24.1, 301, 21.8 
2515074, H, 2006-06-13, 1, 34.5, 28.3, -0.5, 0.0011, 11, 3.6, 8496, 80.1, 30.75, 10, 21.8, 45, 32.7, 73, 33.1, 108, 28.1, 129, 30.9, 157, 21.8, 185, 30.9, 220, 21.3, 248, 26.8, 277, 29.5, 305, 27.7 
2515140, H, 2006-10-22, 1, 25, 32.3, -0.5, 0.0012, 10, 3, 6001, 83.5, 21.82, 26, 13.2, 54, 23.6, 89, 24.1, 117, 18.6, 146, 25, 174, 20, 208, 22.2, 237, 20, 270, 16.8, 300, 14.1 
2515059, H, 2006-06-04, 1, 35.8, 29.6, -0.5, 0.0003, 10, 3.9, 9864, 117.2, 34.19, 19, 31.8, 54, 30.4, 82, 30.4, 117, 33.6, 138, 27.2, 166, 40.9, 194, 32.2, 229, 34, 257, 35.4, 286, 31.8 
2515135, H, 2006-10-24, 1, 34.7, 31.6, -0.5, 0.0008, 10, 3, 8855, 95, 31.42, 24, 25, 52, 30, 87, 32.7, 115, 31.8, 144, 24.5, 172, 33.6, 206, 30, 235, 31.3, 268, 30.9, 298, 23.2 
2515063, H, 2006-06-04, 1, 32.2, 25.6, -0.5, 0.002, 10, 2.5, 6914, 58.8, 27.14, 19, 25.9, 54, 31.3, 82, 28.6, 117, 22.7, 138, 20.9, 166, 19.1, 194, 22.7, 229, 21.3, 257, 20, 286, 19.1 
2515073, H, 2006-10-26, 1, 38.3, 36.7, -0.5, 0.0007, 10, 3.6, 9756, 107.6, 34.45, 22, 24.1, 50, 28.6, 85, 26.3, 113, 33.1, 142, 38.6, 170, 34.5, 204, 36.3, 233, 33.6, 266, 32.7, 296, 28.6 
2515032, H, 2006-06-03, 1, 41.8, 30.3, -0.5, 0.0019, 10, 2.1, 9002, 65.9, 34.71, 20, 28.1, 55, 37.2, 83, 34.5, 118, 34.5, 139, 32.7, 167, 26.3, 195, 30.4, 230, 25.9, 258, 22.7, 287, 25.9 
2515147, H, 2006-11-02, 1, 38.3, 36.7, -0.5, 0.0011, 10, 4.3, 9203, 92.7, 33.16, 15, 19.1, 43, 21.8, 78, 32.2, 106, 31.3, 135, 34, 163, 35, 197, 35, 226, 31.8, 259, 28.1, 289, 22.7 
2515068, H, 2006-06-02, 1, 39.5, 25.5, -0.5, 0.0022, 10, 4.5, 8224, 56.1, 32.9, 21, 33.1, 56, 31.8, 84, 34.5, 119, 31.8, 140, 31.3, 168, 25.4, 196, 13.2, 231, 24.5, 259, 23.6, 288, 25 
2515126, H, 2006-11-03, 1, 38.5, 33.4, -0.5, 0.0005, 10, 5.7, 10187, 111.2, 35.66, 14, 22.2, 42, 30.4, 77, 35.4, 105, 36.8, 134, 35.9, 162, 31.8, 196, 45.4, 225, 42.7, 258, 25.4, 288, 26.8 
2515038, H, 2006-05-30, 1, 44.8, 31, -0.5, 0.0022, 10, 6.1, 9238, 62.8, 36.4, 24, 32.2, 59, 35.4, 87, 34, 122, 33.1, 143, 37.2, 171, 29.5, 199, 32.2, 234, 30, 262, 31.3, 291, 6.8 
2515145, H, 2006-11-05, 1, 35, 31.6, -0.5, 0.0001, 10, 1.6, 9914, 157.3, 34.26, 12, 22.7, 40, 30.4, 75, 34, 103, 30.9, 132, 34.5, 160, 33.1, 194, 36.3, 223, 32.7, 256, 34, 286, 36.3 
2514186, H, 2006-05-30, 1, 21.3, 32.1, -0.5, 0.0008, 10, 2.5, 5423, 96.2, 19.23, 26, 11.3, 59, 21.3, 89, 19.5, 116, 15.9, 144, 22.7, 176, 20.9, 208, 18.2, 243, 17.3, 271, 15.9, 299, 15.9 
2514918, H, 2006-11-08, 1, 37.8, 32.7, -0.5, 0.0006, 10, 6.1, 9828, 103.5, 34.6, 9, 9.5, 37, 32.2, 72, 37.7, 100, 39, 129, 35.9, 157, 40.9, 191, 33.6, 220, 23.6, 253, 29.5, 283, 33.6 
2515051, H, 2006-05-28, 1, 38.3, 24.8, -0.5, 0.0011, 10, 3.5, 9416, 71.9, 34.38, 26, 35.9, 61, 37.2, 89, 35, 124, 26.8, 145, 31.8, 173, 30, 201, 34, 236, 31.3, 264, 25, 293, 31.3 
2514925, H, 2006-11-08, 1, 36.3, 32.6, -0.5, 0.001, 10, 3.7, 9008, 91, 32.26, 9, 22.2, 37, 31.8, 72, 23.6, 100, 31.8, 129, 35, 157, 34.5, 191, 33.6, 220, 32.2, 253, 25.9, 283, 24.1 
2515065, H, 2006-05-27, 1, 38.3, 27.4, -0.5, 0.0017, 10, 2.9, 8553, 65.2, 32.64, 27, 34.5, 62, 33.1, 90, 27.7, 125, 29.1, 146, 30, 174, 25.9, 202, 23.6, 237, 29.1, 265, 26.8, 294, 23.2 
2515127, H, 2006-11-08, 1, 38.3, 34.3, -0.5, 0.0011, 10, 9.3, 9220, 88.5, 33.33, 9, 9.1, 37, 32.2, 72, 35, 100, 29.5, 129, 40.4, 157, 32.7, 191, 45.4, 220, 37.2, 253, 25.4, 283, 10.4 
2515076, H, 2006-05-25, 1, 44.2, 32.3, -0.5, 0.0011, 10, 5.3, 10734, 85.8, 38.81, 29, 31.3, 64, 44, 92, 31.3, 127, 34.5, 148, 37.2, 176, 46.8, 204, 41.3, 239, 31.3, 267, 30, 296, 28.1 
2514910, H, 2006-11-09, 1, 38.3, 28.8, -0.5, 0.0012, 10, 1.7, 9229, 77.4, 33.72, 8, 24.1, 36, 35, 71, 33.1, 99, 30.4, 128, 31.3, 156, 31.3, 190, 30.4, 219, 28.6, 252, 30, 282, 28.6 
2514685, H, 2006-05-22, 1, 32.5, 24.8, -0.5, 0.0011, 10, 3, 8005, 71.9, 29.23, 32, 34.5, 67, 31.8, 95, 30.9, 130, 25.9, 151, 23.6, 179, 26.8, 207, 27.2, 242, 25, 270, 24.5, 299, 21.3 
2515134, H, 2006-11-09, 1, 18.3, 32.7, -0.5, -0.0004, 9, 3.5, 5643, 0, 9.31, 8, 4.1, 36, 14.5, 71, 20, 99, 15.9, 128, 21.8, 156, 24.1, 190, 18.2, 219, 22.7, 252, 17.7 
2515004, H, 2006-05-13, 1, 38.3, 24.8, -0.5, 0.0017, 10, 4.8, 8664, 62.1, 33.1, 13, 35, 41, 39, 76, 24.1, 104, 28.1, 139, 30.9, 160, 26.3, 188, 29.1, 216, 28.6, 251, 27.7, 279, 25.9 
2515151, H, 2006-11-10, 1, 28.5, 33.6, -0.5, 0.0013, 10, 6.4, 6685, 82.2, 24.49, 7, 10, 35, 12.7, 70, 35.9, 98, 24.1, 127, 25, 155, 27.7, 189, 28.1, 218, 20.9, 251, 19.1, 281, 11.3 
2515028, H, 2006-05-13, 1, 48.5, 30.4, -0.5, 0.0011, 10, 8.2, 11803, 82.3, 42.8, 13, 35, 41, 44.5, 76, 35, 104, 31.8, 139, 51.3, 160, 55.8, 188, 27.7, 216, 38.6, 251, 36.8, 279, 34.5 
2515157, H, 2006-11-11, 1, 29.2, 31.3, -0.5, 0.0008, 10, 3.2, 7445, 94, 26.44, 6, 10.4, 34, 22.7, 69, 31.3, 97, 27.2, 126, 24.1, 154, 25.9, 188, 28.6, 217, 25, 250, 24.1, 280, 20 
2515013, H, 2006-05-11, 1, 44, 24.8, -0.5, 0.0011, 10, 6.3, 10826, 71.9, 39.53, 15, 35.9, 43, 44.5, 78, 39.5, 106, 32.2, 141, 38.1, 162, 50.4, 190, 29.5, 218, 32.7, 253, 25, 281, 33.1 
2515053, H, 2006-11-11, 1, 31.7, 31.3, -0.5, 0.0004, 10, 4.6, 8639, 118.1, 30.02, 6, 10.9, 34, 25.9, 69, 33.1, 97, 28.6, 126, 35.4, 154, 31.8, 188, 28.6, 217, 20, 250, 32.7, 280, 29.5 
2515009, H, 2006-05-11, 1, 43.7, 24.8, -0.5, 0.0021, 10, 6.2, 9372, 57.3, 36.98, 15, 30, 43, 53.1, 78, 33.6, 106, 30.4, 141, 29.1, 162, 35.9, 190, 26.8, 218, 23.6, 253, 30.4, 281, 24.5 
2515091, H, 2006-11-12, 1, 34.1, 27.7, -0.5, 0.0009, 10, 5.7, 8632, 83.5, 30.9, 5, 21.8, 33, 30.9, 68, 39.5, 96, 16.3, 125, 27.7, 153, 28.6, 187, 30, 216, 31.8, 249, 27.7, 279, 28.6 
2515011, H, 2006-05-04, 1, 37, 30.7, -0.5, 0.0015, 10, 2.5, 8482, 73.8, 31.62, 22, 25.9, 50, 32.7, 85, 33.6, 113, 29.5, 148, 24.1, 169, 31.8, 197, 29.5, 225, 24.5, 260, 24.5, 288, 25.9 
2515149, H, 2006-11-12, 1, 38.3, 24.8, -0.5, 0.0007, 10, 6.2, 9974, 82.1, 35.4, 5, 20.9, 33, 45.4, 68, 35, 96, 34, 125, 34, 153, 23.2, 187, 34.5, 216, 30.9, 249, 39.5, 279, 25.9 
