lactkey,Breed,CalveDate,Parity,Scale,Ramp,Offset,Decay,points,RMSE,M305,PeakDay,PeakMilk,dim1,milk1,dim2,milk2,dim3,milk3,dim4,milk4,dim5,milk5,dim6,milk6,dim7,milk7,dim8,milk8,dim9,milk9,dim10,milk10
4494567, H, 2007-07-21, 1, 39.2, 29.2, -0.5, 0.0011, 10, 2.7, 9567, 80.3, 34.73, 7, 29.1, 33, 33.6, 62, 30.9, 94, 31.3, 123, 36.3, 152, 31.8, 187, 31.3, 214, 28.6, 244, 31.3, 280, 30.9 
4494575, H, 2007-07-17, 1, 33.2, 30.3, -0.5, 0.0004, 10, 1.8, 9001, 111.1, 31.34, 11, 20.9, 37, 28.6, 66, 32.2, 98, 31.8, 127, 28.6, 156, 28.6, 191, 28.6, 218, 33.1, 248, 31.3, 284, 30 
4494557, H, 2007-07-14, 1, 28.7, 29.8, -0.5, 0.0009, 10, 2, 7251, 87.9, 25.91, 14, 20.9, 40, 26.3, 69, 23.2, 101, 25, 130, 27.2, 159, 22.7, 194, 24.5, 221, 20.4, 251, 25.4, 287, 23.6 
4494539, H, 2007-07-13, 1, 30.8, 24.9, -0.5, 0.0023, 10, 3, 6415, 55.2, 25.73, 15, 25.4, 41, 30.9, 70, 25.9, 102, 24.5, 131, 21.8, 160, 20.4, 195, 13.6, 222, 19.5, 252, 19.1, 288, 17.7 
4494527, H, 2007-07-11, 1, 30.3, 34.8, -0.5, -0.0004, 10, 5.1, 9337, 0, 15.36, 17, 10.9, 43, 19.1, 72, 27.2, 104, 31.8, 133, 28.6, 162, 33.6, 197, 35.4, 224, 38.6, 254, 40.4, 290, 36.3 
4494494, H, 2007-07-04, 1, 30.8, 36.2, -0.5, 0.0003, 10, 3.2, 8371, 135, 29.13, 24, 15.4, 50, 24.5, 79, 30.9, 111, 33.1, 140, 30.9, 169, 28.1, 204, 29.5, 231, 26.8, 261, 30.4, 297, 25.4 
4494540, H, 2007-07-02, 1, 30.9, 24.8, -0.5, 0.0018, 10, 5.1, 6877, 60.5, 26.54, 26, 29.1, 52, 33.6, 81, 19.1, 113, 23.2, 142, 25.9, 171, 19.1, 206, 20.4, 233, 26.3, 263, 24.5, 299, 10.9 
4494562, H, 2007-06-28, 1, 31.2, 30.2, -0.5, 0.0016, 9, 3.1, 7118, 72.2, 26.65, 30, 22.7, 56, 32.7, 85, 20.4, 117, 27.2, 146, 24.5, 175, 24.5, 210, 23.2, 237, 22.2, 267, 19.1 
4494570, H, 2007-06-27, 1, 40.8, 29.2, -0.5, 0.0013, 9, 2.5, 9736, 76.8, 35.72, 31, 33.6, 57, 36.3, 86, 35, 118, 37.2, 147, 31.3, 176, 30, 211, 30, 238, 35.9, 268, 27.2 
4494549, H, 2007-06-27, 1, 33.5, 30.8, -0.5, 0.0002, 10, 6.5, 9305, 129.6, 32.19, 31, 40, 57, 16.3, 86, 32.2, 118, 31.8, 147, 33.6, 176, 31.3, 211, 27.2, 238, 34.5, 268, 33.6, 304, 36.3 
4494558, H, 2007-06-24, 1, 26, 30.2, -0.5, 0.0005, 9, 3.2, 6993, 107.4, 24.4, 34, 24.5, 60, 22.2, 89, 20.4, 121, 26.8, 150, 24.5, 179, 24.5, 214, 17.3, 241, 24.1, 271, 27.2 
4494500, H, 2007-06-22, 1, 31.4, 29.7, -0.5, 0.0017, 10, 3, 6966, 68.3, 26.48, 5, 14.1, 36, 29.1, 62, 23.2, 91, 30, 123, 27.2, 152, 24.5, 181, 20.4, 216, 21.8, 243, 16.3, 273, 21.8 
4494515, H, 2007-06-22, 1, 34.9, 30.1, -0.5, 0.0015, 10, 2.2, 8009, 72.9, 29.89, 5, 22.7, 36, 30.9, 62, 24.5, 91, 30, 123, 29.5, 152, 26.3, 181, 27.2, 216, 26.3, 243, 22.2, 273, 23.6 
4494556, H, 2007-06-18, 1, 38.3, 36.7, -0.5, 0.0011, 10, 6.4, 9203, 92.7, 33.16, 9, 15, 40, 31.8, 66, 15, 95, 35, 127, 31.8, 156, 32.2, 185, 33.6, 220, 31.3, 247, 29.1, 277, 32.2 
4494544, H, 2007-06-14, 1, 43.5, 28.2, -0.5, 0.0008, 10, 3.1, 11167, 87.6, 39.71, 13, 30, 44, 41.8, 70, 41.8, 99, 31.8, 131, 37.7, 160, 40, 189, 35.4, 224, 37.7, 251, 36.8, 281, 36.8 
4494395, X, 2007-06-14, 1, 43.4, 31.3, -0.5, 0.0009, 10, 2.5, 10938, 91.5, 39, 13, 25.4, 44, 40, 70, 35.4, 99, 39, 131, 42.2, 160, 38.1, 189, 35.4, 224, 38.6, 251, 33.1, 281, 32.2 
4494522, H, 2007-06-13, 1, 38.3, 36.7, -0.5, 0.0005, 10, 6.1, 10187, 124.7, 35.57, 14, 8.2, 45, 35.4, 71, 30, 100, 31.3, 132, 33.1, 161, 33.6, 190, 35, 225, 36.8, 252, 37.2, 282, 36.3 
4494487, H, 2007-06-12, 1, 27, 30.1, -0.5, 0.0013, 10, 1.6, 6387, 77.3, 23.47, 15, 18.6, 46, 23.6, 72, 23.6, 101, 23.2, 133, 22.2, 162, 21.8, 191, 20.4, 226, 16.3, 253, 19.5, 283, 21.8 
4494560, H, 2007-06-08, 1, 26.8, 29.3, -0.5, -0.0001, 10, 6.5, 7891, 0, 13.64, 19, 15, 50, 30, 76, 31.8, 105, 31.8, 137, 10, 166, 27.2, 195, 25.4, 230, 30.4, 257, 28.6, 287, 30.4 
4494499, H, 2007-06-05, 1, 30.6, 24.8, -0.5, 0.0018, 10, 5.4, 6803, 60.4, 26.27, 22, 30, 53, 34.5, 79, 23.2, 108, 13.6, 140, 20.4, 169, 23.2, 198, 23.2, 233, 21.8, 260, 17.7, 290, 23.2 
4494519, H, 2007-06-04, 1, 35.5, 28.7, -0.5, 0.0009, 10, 4.1, 8916, 84.4, 31.98, 23, 31.8, 54, 28.6, 80, 32.2, 109, 30, 141, 31.8, 170, 24.5, 199, 28.6, 234, 28.6, 261, 37.2, 291, 23.2 
4494547, H, 2007-05-30, 1, 21.3, 34.3, -0.5, -0.0004, 10, 3.7, 6557, 0, 10.8, 28, 8.6, 59, 20.9, 85, 15.4, 114, 25, 146, 25.9, 175, 25.4, 204, 22.7, 239, 22.7, 266, 25, 296, 27.2 
4494546, H, 2007-05-25, 1, 36.9, 26.7, -0.5, 0.0013, 10, 4.3, 8739, 70.8, 32.37, 33, 35.4, 64, 37.2, 90, 21.8, 119, 28.6, 151, 30.4, 180, 27.2, 209, 28.6, 244, 30, 271, 25, 301, 25.9 
4494530, H, 2007-05-23, 1, 39.8, 26, -0.5, 0.0023, 9, 2.1, 8188, 56, 32.91, 35, 35, 66, 34, 92, 32.2, 121, 31.3, 153, 27.2, 182, 21.8, 211, 23.2, 246, 21.8, 273, 23.6 
4494536, H, 2007-05-22, 1, 31.6, 27.9, -0.5, 0.0008, 9, 4.8, 8106, 86.8, 28.85, 36, 28.1, 67, 38.1, 93, 20.4, 122, 25.9, 154, 23.2, 183, 27.2, 212, 27.2, 247, 28.6, 274, 27.7 
4494501, H, 2007-05-18, 1, 30.9, 30, -0.5, 0.0015, 9, 2.2, 7103, 73, 26.49, 40, 27.2, 71, 26.3, 97, 24.5, 126, 25, 158, 20.9, 187, 27.2, 216, 24.5, 251, 20.9, 278, 18.6 
4494459, H, 2007-05-17, 1, 37.9, 26.5, -0.5, 0.0006, 9, 4.3, 10034, 91, 35.29, 41, 38.6, 72, 39, 98, 27.2, 127, 30, 159, 35.9, 188, 30.9, 217, 31.8, 252, 35, 279, 35.9 
4494502, H, 2007-05-16, 1, 31.6, 25.3, -0.5, 0.0026, 9, 4.2, 6288, 52.6, 25.88, 42, 31.3, 73, 31.3, 99, 28.6, 128, 24.5, 160, 16.3, 189, 13.6, 218, 17.7, 253, 13.6, 280, 17.7 
4494526, H, 2007-05-14, 1, 30.4, 31.2, -0.5, 0.0002, 9, 1.6, 8467, 132.9, 29.29, 44, 25.4, 75, 30.9, 101, 28.1, 130, 26.3, 162, 30.4, 191, 30, 220, 28.1, 255, 30.4, 282, 28.6 
4494516, H, 2007-05-14, 1, 28, 30.4, -0.5, 0.0004, 10, 1.9, 7540, 109.8, 26.28, 5, 15.4, 44, 23.6, 75, 30, 101, 25.4, 130, 23.2, 162, 25, 191, 24.5, 220, 26.3, 255, 24.5, 282, 26.8 
4494517, H, 2007-05-10, 1, 35.1, 31.2, -0.5, 0.0013, 10, 4.8, 8252, 78.1, 30.37, 9, 15, 48, 30, 79, 34, 105, 36.3, 134, 27.2, 166, 33.1, 195, 17.7, 224, 25.9, 259, 23.2, 286, 26.3 
4494532, H, 2007-05-07, 1, 35.1, 25.1, -0.5, 0.0019, 10, 2.7, 7755, 60.3, 30.03, 12, 27.2, 51, 30, 82, 28.6, 108, 33.6, 137, 32.2, 169, 25.9, 198, 21.8, 227, 21.8, 262, 20.4, 289, 19.5 
4494534, H, 2007-05-04, 1, 41.7, 30.8, -0.5, 0.0014, 10, 2.5, 9678, 75.7, 35.85, 15, 25.9, 54, 36.3, 85, 38.1, 111, 37.7, 140, 30, 172, 35.9, 201, 32.2, 230, 25.9, 265, 28.6, 292, 27.7 
4494525, H, 2007-05-03, 1, 37, 32, -0.5, 0.0005, 10, 2.1, 9822, 108.3, 34.38, 16, 23.2, 55, 31.3, 86, 39.5, 112, 32.2, 141, 33.6, 173, 33.1, 202, 33.6, 231, 32.2, 266, 31.3, 293, 33.1 
4494528, H, 2007-05-01, 1, 28, 30.4, -0.5, 0.0011, 10, 5.6, 6802, 81.9, 24.69, 18, 29.1, 57, 10.9, 88, 30, 114, 24.5, 143, 23.2, 175, 21.8, 204, 23.2, 233, 23.2, 268, 17.7, 295, 22.2 
4494541, H, 2007-04-26, 1, 32.8, 29, -0.5, 0.0012, 10, 1.8, 7961, 78.7, 29, 23, 27.2, 62, 28.1, 93, 31.8, 119, 25.4, 148, 26.3, 180, 25.9, 209, 25.4, 238, 23.6, 273, 26.3, 300, 24.1 
4494512, H, 2007-04-13, 1, 33.4, 30.5, -0.5, 0.002, 9, 2.7, 7124, 65.4, 27.59, 8, 23.6, 36, 25.9, 75, 25.9, 106, 24.5, 132, 25.9, 161, 24.5, 193, 25.9, 222, 24.5, 251, 15 
