lactkey,Breed,CalveDate,Parity,Scale,Ramp,Offset,Decay,points,RMSE,M305,PeakDay,PeakMilk,dim1,milk1,dim2,milk2,dim3,milk3,dim4,milk4,dim5,milk5,dim6,milk6,dim7,milk7,dim8,milk8,dim9,milk9,dim10,milk10
320033, H, 2007-07-22, 5, 53.5, 40.9, 0, 0.0023, 8, 3.1, 10665, 71.8, 41.35, 18, 36.3, 48, 34.5, 74, 45.4, 122, 35.9, 153, 35.9, 192, 35.9, 230, 29.1, 287, 29.5 
321762, H, 2007-07-23, 4, 53.5, 42.2, 0, 0.001, 8, 5.3, 12866, 104.8, 45.97, 17, 40, 47, 42.7, 73, 33.1, 121, 49.5, 152, 48.1, 191, 40, 229, 40, 286, 43.1 
322649, H, 2007-07-21, 3, 59.6, 28.2, 0, 0.0036, 8, 3.4, 10267, 47.9, 45.57, 19, 39, 49, 45.4, 75, 48.1, 123, 35, 154, 39, 193, 25, 231, 28.1, 288, 18.6 
323316, H, 2007-07-23, 2, 50.2, 26.4, -0.8, 0.0022, 8, 4.3, 10536, 57.7, 41.81, 17, 29.5, 47, 39, 73, 37.2, 121, 38.6, 152, 30.9, 191, 35, 229, 26.8, 286, 33.1 
321229, H, 2007-07-21, 3, 53.5, 42.3, 0, 0.002, 8, 2.8, 11123, 78.5, 42.09, 19, 34.5, 49, 39, 75, 35.9, 123, 43.1, 154, 38.6, 193, 37.7, 231, 30.4, 288, 31.8 
320066, H, 2007-07-24, 2, 49.8, 24.1, -0.8, 0.0026, 8, 2.9, 9933, 50.8, 41.09, 16, 33.1, 46, 40, 72, 44, 120, 40, 151, 29.1, 190, 33.6, 228, 26.3, 285, 23.2 
323532, H, 2007-07-20, 2, 40.8, 22.2, -0.8, 0.0017, 8, 2.5, 9215, 57.1, 35.56, 20, 35, 50, 33.1, 76, 31.8, 124, 34.5, 155, 33.6, 194, 29.1, 232, 24.1, 289, 26.8 
320288, H, 2007-07-24, 10, 30.7, 26.8, 0, 0.001, 8, 1.8, 7660, 79.3, 27.66, 16, 21.8, 46, 27.7, 72, 26.3, 120, 25, 151, 26.3, 190, 29.5, 228, 23.2, 285, 23.2 
322564, H, 2007-07-20, 3, 42.9, 22.5, 0, 0.0016, 8, 5, 9915, 60.5, 37.72, 20, 28.1, 50, 45.4, 76, 40, 124, 25.4, 155, 34.5, 194, 30.4, 232, 30.4, 289, 30.4 
320599, H, 2007-07-24, 4, 41.4, 13.9, 0, 0.0017, 8, 8.7, 9606, 43.2, 37.69, 16, 30.9, 46, 51.8, 72, 30.4, 120, 35.9, 151, 15, 190, 33.1, 228, 29.5, 285, 33.1 
321126, H, 2007-07-20, 3, 53.5, 42.1, 0, 0.0021, 8, 2.6, 10914, 75.8, 41.69, 20, 33.6, 50, 36.3, 76, 41.3, 124, 44, 155, 37.2, 194, 31.8, 232, 33.1, 289, 26.8 
321538, H, 2007-07-24, 6, 52.8, 35, 0, 0.0028, 8, 3.5, 9975, 60.4, 40.64, 16, 37.7, 46, 37.2, 72, 40, 120, 34.5, 151, 32.2, 190, 39, 228, 26.3, 285, 22.7 
