lactkey,Breed,CalveDate,Parity,Scale,Ramp,Offset,Decay,points,RMSE,M305,PeakDay,PeakMilk,dim1,milk1,dim2,milk2,dim3,milk3,dim4,milk4,dim5,milk5,dim6,milk6,dim7,milk7,dim8,milk8,dim9,milk9,dim10,milk10
4506110, H, 2007-02-19, 1, 40.5, 35.5, -0.5, 0.0003, 8, 2.5, 11086, 137.3, 38.53, 8, 24.5, 50, 35, 92, 36.3, 141, 34.5, 176, 37.7, 218, 40.9, 260, 34, 295, 40.4 
4506997, H, 2007-02-23, 1, 37.4, 28.1, -0.5, 0.0008, 7, 3.5, 9612, 87.9, 34.16, 46, 36.3, 88, 35, 137, 31.8, 172, 25.9, 214, 30.4, 256, 32.7, 291, 34 
4506127, H, 2007-02-18, 1, 31.9, 30.5, -0.5, -0.0001, 8, 3, 9321, 0, 16.2, 9, 21.8, 51, 30, 93, 32.2, 142, 26.3, 177, 28.6, 219, 34, 261, 35.4, 296, 35.4 
4506241, H, 2007-02-26, 1, 45.5, 29.9, -0.5, 0.001, 7, 5.5, 11266, 84.6, 40.56, 43, 41.8, 85, 35, 134, 37.2, 169, 43.1, 211, 36.8, 253, 43.6, 288, 25.4 
4507829, H, 2007-02-14, 1, 47.7, 30.5, -0.5, 0.0017, 8, 3.7, 10704, 71, 40.34, 13, 35, 55, 36.3, 97, 41.8, 146, 31.8, 181, 39, 223, 38.1, 265, 27.7, 300, 27.7 
4506152, H, 2007-02-28, 1, 49.4, 25.4, -0.5, 0.002, 7, 2.6, 10651, 58.8, 41.74, 41, 43.1, 83, 44.5, 132, 37.2, 167, 33.6, 209, 27.7, 251, 31.8, 286, 29.1 
4506996, H, 2007-02-11, 1, 41.6, 29.5, -0.5, 0.0002, 8, 5.9, 11647, 128.7, 40.23, 16, 27.2, 58, 40.4, 100, 48.6, 149, 37.2, 184, 30, 226, 34, 268, 45.9, 303, 43.1 
4507042, H, 2007-03-02, 1, 41.1, 29, -0.5, 0.0013, 7, 2.1, 9738, 75.1, 35.88, 39, 36.3, 81, 36.3, 130, 30.4, 165, 32.2, 207, 34, 249, 30.4, 284, 27.7 
4506115, H, 2007-01-21, 1, 34.8, 26.3, -0.5, 0.001, 7, 6.1, 8669, 77.3, 31.34, 37, 39, 79, 20.4, 121, 32.2, 170, 26.3, 205, 27.2, 247, 25, 289, 31.8 
4506625, H, 2007-03-04, 1, 35.3, 30.2, -0.5, 0.0001, 7, 7, 10084, 162.7, 34.78, 37, 28.6, 79, 41.8, 128, 27.7, 163, 24.5, 205, 45.9, 247, 34, 282, 35.4 
4507812, H, 2007-01-20, 1, 40.2, 30.7, -0.5, 0.0015, 7, 3.8, 9249, 74.2, 34.43, 38, 32.2, 80, 35, 122, 32.2, 171, 38.1, 206, 24.5, 248, 23.6, 290, 29.1 
4506334, H, 2007-03-09, 1, 41.1, 30.3, -0.5, 0.0009, 7, 3.7, 10373, 89.4, 37.02, 32, 36.3, 74, 32.2, 123, 34.5, 158, 35, 200, 39.5, 242, 36.8, 277, 27.7 
4507819, H, 2007-01-15, 1, 50.9, 31.1, -0.5, 0.0019, 7, 3.2, 10974, 67.2, 42.18, 43, 40.4, 85, 41.8, 127, 40.4, 176, 40.9, 211, 32.2, 253, 25, 295, 31.8 
4506170, H, 2007-03-11, 1, 35.3, 32.5, -0.5, -0, 7, 2.4, 10180, 0, 17.93, 30, 25.9, 72, 35, 121, 35.9, 156, 32.2, 198, 38.1, 240, 32.7, 275, 38.1 
4507768, H, 2007-01-06, 1, 41.8, 31.1, -0.5, 0.0011, 8, 4.5, 10160, 83.5, 36.81, 10, 30, 52, 33.6, 94, 35, 136, 32.2, 185, 44.9, 220, 30, 262, 29.1, 304, 29.1 
4506572, H, 2007-03-15, 1, 33.8, 36.5, -0.5, 0.0004, 7, 3.3, 9129, 132, 31.8, 26, 23.2, 68, 30, 117, 31.8, 152, 24.5, 194, 35.4, 236, 32.7, 271, 31.8 
4507314, H, 2006-12-29, 1, 38.8, 31.4, -0.5, 0.0008, 7, 2.7, 9942, 96, 35.22, 18, 28.6, 60, 31.3, 102, 35, 144, 40.4, 193, 33.1, 228, 30, 270, 31.8 
4506169, H, 2007-03-16, 1, 36.6, 27.5, -0.5, 0, 7, 4, 10579, 174.4, 36.37, 25, 36.3, 67, 30, 116, 33.1, 151, 32.2, 193, 38.1, 235, 38.1, 270, 38.1 
4507498, H, 2006-12-28, 1, 42.3, 32.5, -0.5, 0.0007, 7, 2.3, 10895, 99.9, 38.48, 19, 25.9, 61, 39, 103, 40.4, 145, 40.4, 194, 35.9, 229, 33.6, 271, 35.4 
4506630, H, 2007-03-18, 1, 43.5, 28.1, -0.5, 0.0014, 7, 4.8, 10224, 72.3, 37.91, 23, 33.6, 65, 43.1, 114, 31.8, 149, 27.2, 191, 39.5, 233, 32.7, 268, 30.4 
4506995, H, 2006-12-23, 1, 36.5, 29.6, -0.5, 0.0009, 7, 3, 9236, 88.4, 32.95, 24, 30, 66, 33.6, 108, 30, 150, 27.2, 199, 35.9, 234, 30, 276, 29.1 
4506420, H, 2007-03-20, 1, 38.3, 36.7, -0.5, 0.0011, 7, 6.1, 9203, 92.7, 33.16, 21, 12.3, 63, 31.3, 112, 30.4, 147, 31.3, 189, 32.7, 231, 35.4, 266, 27.7 
4507050, H, 2006-12-23, 1, 39.3, 31, -0.5, 0.0008, 7, 2, 10087, 95.3, 35.73, 24, 30, 66, 35, 108, 33.6, 150, 36.3, 199, 37.2, 234, 33.6, 276, 29.1 
4506957, H, 2007-03-21, 1, 33.8, 27.5, -0.5, 0.0003, 7, 10.5, 9353, 111.3, 32.38, 20, 30, 62, 32.2, 111, 7.7, 146, 21.8, 188, 32.7, 230, 31.8, 265, 36.8 
4506876, H, 2006-12-22, 1, 22, 29.8, -0.5, 0.0005, 7, 7.4, 5877, 103.9, 20.55, 25, 25.9, 67, 12.3, 109, 9.5, 151, 27.2, 200, 27.7, 235, 19.1, 277, 15.9 
4506461, H, 2007-03-23, 1, 34.8, 30.3, -0.5, 0.0009, 8, 2.5, 8697, 87.2, 31.17, 18, 25.9, 60, 32.2, 109, 26.3, 144, 28.6, 186, 32.7, 228, 30.4, 263, 27.7, 305, 24.5 
4507801, H, 2006-12-22, 1, 40.2, 30.3, -0.5, 0.0009, 7, 3.9, 10036, 87, 35.98, 25, 32.2, 67, 35, 109, 31.3, 151, 35, 200, 39.5, 235, 35, 277, 25 
4506828, H, 2007-03-25, 1, 41.1, 28.7, -0.5, 0.0016, 8, 3.7, 9287, 68.7, 35.08, 16, 27.2, 58, 41.8, 107, 29.1, 142, 28.6, 184, 32.7, 226, 31.8, 261, 26.8, 303, 23.2 
4506943, H, 2006-12-21, 1, 46.9, 30, -0.5, 0.0016, 7, 4, 10695, 71.9, 40.06, 26, 39, 68, 35, 110, 40.4, 152, 36.3, 201, 40.9, 236, 27.2, 278, 30.4 
4506656, H, 2007-03-27, 1, 50.7, 24.9, -0.5, 0.0023, 8, 4.5, 10463, 54.5, 42.22, 14, 36.3, 56, 49.9, 105, 30.4, 140, 39, 182, 30.4, 224, 31.8, 259, 26.8, 301, 26.8 
4507704, H, 2006-12-21, 1, 38.8, 29.9, -0.5, 0.0011, 7, 2, 9400, 80.6, 34.17, 26, 30, 68, 35, 110, 36.3, 152, 28.6, 201, 30.4, 236, 28.6, 278, 30.4 
4506359, H, 2007-03-29, 1, 33.2, 29.5, -0.5, 0.0021, 8, 5.4, 6984, 62.7, 27.34, 12, 17.7, 54, 35, 103, 21.3, 138, 27.2, 180, 20.9, 222, 25, 257, 10, 299, 22.2 
4507463, H, 2006-12-20, 1, 46.6, 29.4, -0.5, 0.0015, 7, 3.8, 10754, 72.4, 40.1, 27, 35, 69, 45.9, 111, 35, 153, 32.2, 202, 39.5, 237, 32.2, 279, 30.4 
4506409, H, 2007-04-02, 1, 43.3, 29.6, -0.5, 0.0013, 8, 2.3, 10247, 76.3, 37.7, 8, 24.5, 50, 40.4, 99, 37.2, 134, 32.2, 176, 34, 218, 35.4, 253, 30.4, 295, 29.5 
