lactkey,Breed,CalveDate,Parity,Scale,Ramp,Offset,Decay,points,RMSE,M305,PeakDay,PeakMilk,dim1,milk1,dim2,milk2,dim3,milk3,dim4,milk4,dim5,milk5,dim6,milk6,dim7,milk7,dim8,milk8,dim9,milk9,dim10,milk10
4541016, H, 2006-04-24, 1, 48.2, 24.8, -0.5, 0.0011, 10, 4.4, 11852, 71.9, 43.27, 11, 43.1, 39, 40, 81, 41.3, 109, 40.9, 137, 40, 165, 39.5, 193, 44.5, 235, 32.7, 263, 35.4, 291, 30.4 
4540967, H, 2006-03-23, 1, 41.4, 28.5, -0.5, 0.0009, 10, 3.2, 10516, 86.2, 37.55, 15, 34, 43, 36.8, 71, 31.8, 113, 36.8, 141, 32.7, 169, 37.7, 197, 35.9, 225, 35.9, 267, 29.5, 295, 35.4 
4541010, H, 2006-04-25, 1, 48.5, 27.6, -0.5, 0.0013, 10, 3.8, 11607, 74, 42.68, 10, 39, 38, 38.6, 80, 41.3, 108, 40.9, 136, 35, 164, 37.7, 192, 42.7, 234, 32.7, 262, 36.8, 290, 36.3 
4540986, H, 2006-03-17, 1, 38.3, 30.4, -0.5, 0.0004, 10, 3.1, 10344, 110.6, 36.03, 21, 31.3, 49, 34.5, 77, 29.5, 119, 35.9, 147, 41.3, 175, 35, 203, 33.1, 231, 38.1, 273, 32.7, 301, 32.7 
4541026, H, 2006-04-26, 1, 36.9, 27.3, -0.5, 0.0005, 10, 5.5, 9993, 100.5, 34.83, 9, 26.8, 37, 35, 79, 32.2, 107, 40.9, 135, 20, 163, 34.5, 191, 32.7, 233, 36.3, 261, 36.8, 289, 33.1 
4540932, H, 2006-03-16, 1, 45.9, 30, -0.5, 0.0018, 10, 3.5, 10183, 68.6, 38.7, 22, 37.2, 50, 35.9, 78, 35.9, 120, 41.3, 148, 30.9, 176, 36.8, 204, 29.1, 232, 35.4, 274, 29.5, 302, 23.6 
4541018, H, 2006-04-28, 1, 44, 36.6, -0.5, 0.0003, 10, 6.5, 11926, 135.2, 41.52, 7, 25.9, 35, 40, 77, 24.1, 105, 36.3, 133, 40.4, 161, 40.9, 189, 47.2, 231, 48.1, 259, 35.4, 287, 40 
4541008, H, 2006-03-13, 1, 46.8, 29.1, -0.5, 0.0008, 10, 2.5, 11988, 89.7, 42.61, 25, 34.5, 53, 46.3, 81, 42.2, 123, 38.6, 151, 42.2, 179, 41.8, 207, 37.2, 235, 36.3, 277, 39.5, 305, 38.6 
4541078, H, 2006-04-28, 1, 38.3, 36.6, -0.5, 0, 10, 4.1, 10931, 268.1, 38.18, 7, 17.3, 35, 26.3, 77, 31.8, 105, 37.7, 133, 36.8, 161, 33.6, 189, 32.7, 231, 42.2, 259, 43.6, 287, 38.1 
4540990, H, 2006-03-13, 1, 42.4, 29.5, -0.5, 0.0011, 10, 4.1, 10363, 81.2, 37.57, 25, 29.1, 53, 40, 81, 43.6, 123, 36.8, 151, 30.9, 179, 28.1, 207, 33.6, 235, 31.8, 277, 37.7, 305, 30.4 
4541065, H, 2006-04-28, 1, 38.3, 24.8, -0.5, 0.0011, 9, 3.8, 9416, 71.9, 34.38, 7, 29.1, 35, 40.9, 77, 34, 105, 35, 133, 34.5, 161, 34.5, 189, 32.7, 231, 25.9, 259, 25.9 
4540977, H, 2006-03-12, 1, 43.1, 33.1, -0.5, 0.0009, 9, 3, 10859, 95.4, 38.64, 26, 30, 54, 39, 82, 35.4, 124, 40, 152, 39, 180, 37.7, 208, 40.9, 236, 36.3, 278, 28.6 
4541012, H, 2006-05-02, 1, 35.5, 32.8, -0.5, 0.0008, 9, 4, 9039, 97.8, 32.04, 31, 25.9, 73, 28.6, 101, 35.9, 129, 32.7, 157, 33.1, 185, 34, 227, 20.4, 255, 32.7, 283, 29.5 
4540940, H, 2006-03-12, 1, 41.7, 30, -0.5, 0.0006, 9, 3, 11055, 102.1, 38.74, 26, 36.3, 54, 35.9, 82, 35.9, 124, 35, 152, 43.1, 180, 38.1, 208, 37.2, 236, 33.1, 278, 39 
4541061, H, 2006-05-02, 1, 34.8, 30.3, -0.5, 0.0024, 9, 4.2, 7029, 60.1, 28.09, 31, 28.6, 73, 23.6, 101, 28.1, 129, 24.1, 157, 32.2, 185, 19.1, 227, 21.8, 255, 19.5, 283, 10.9 
4540974, H, 2006-03-10, 1, 38.3, 36.7, -0.5, 0.0007, 9, 4.6, 9756, 107.6, 34.45, 28, 25, 56, 26.8, 84, 27.2, 126, 35, 154, 36.3, 182, 35, 210, 34.5, 238, 25, 280, 36.3 
4541066, H, 2006-05-04, 1, 42.7, 33.7, -0.5, 0.0008, 9, 3.8, 10823, 98.8, 38.39, 29, 31.8, 71, 33.6, 99, 40.9, 127, 33.1, 155, 41.8, 183, 42.7, 225, 37.7, 253, 31.8, 281, 30.9 
4540992, H, 2006-03-10, 1, 38.3, 36.7, -0.5, 0.0008, 9, 4.6, 9601, 102.9, 34.07, 28, 20.9, 56, 24.5, 84, 29.1, 126, 35.9, 154, 35, 182, 36.3, 210, 31.3, 238, 34, 280, 27.2 
4541068, H, 2006-05-11, 1, 38.3, 36.6, -0.5, 0.0003, 10, 5.5, 10494, 144.1, 36.49, 22, 15.9, 64, 24.5, 92, 33.1, 120, 39.5, 148, 34.5, 176, 35.4, 218, 41.8, 246, 37.2, 274, 33.6, 302, 34.5 
4540917, H, 2006-03-09, 1, 44.5, 30.2, -0.5, 0.0013, 9, 2.5, 10543, 77.4, 38.74, 29, 36.3, 57, 38.6, 85, 35.4, 127, 38.6, 155, 38.1, 183, 31.8, 211, 38.6, 239, 32.7, 281, 28.6 
4541071, H, 2006-05-12, 1, 47.5, 31.7, -0.5, 0.0011, 10, 2.6, 11564, 85.1, 41.82, 21, 35.4, 63, 37.2, 91, 44, 119, 42.7, 147, 40.4, 175, 40.9, 217, 33.6, 245, 40.9, 273, 33.6, 301, 33.1 
4540996, H, 2006-03-09, 1, 47.5, 36, -0.5, 0.001, 9, 4.4, 11642, 95.6, 41.68, 29, 34.5, 57, 35.9, 85, 37.2, 127, 46.8, 155, 45.4, 183, 46.3, 211, 34.5, 239, 36.8, 281, 32.2 
4541081, H, 2006-05-13, 1, 43.1, 34.1, -0.5, 0.0006, 10, 3.1, 11209, 107.9, 39.4, 20, 30.4, 62, 30.9, 90, 40.9, 118, 44.5, 146, 39.5, 174, 39.5, 216, 38.6, 244, 36.8, 272, 33.1, 300, 36.3 
4540971, H, 2006-03-09, 1, 38.3, 32.5, -0.5, 0.0004, 9, 3.4, 10306, 116.4, 35.92, 29, 28.1, 57, 35.4, 85, 32.2, 127, 37.2, 155, 36.3, 183, 35.9, 211, 42.7, 239, 32.7, 281, 29.5 
4541034, H, 2006-05-13, 1, 53, 25.8, -0.5, 0.0023, 10, 2.6, 10989, 56.2, 44.02, 20, 42.2, 62, 45.4, 90, 44, 118, 35, 146, 35, 174, 37.7, 216, 30, 244, 32.7, 272, 28.1, 300, 28.6 
4540961, H, 2006-03-08, 1, 50.8, 28.2, -0.5, 0.0011, 9, 2.9, 12414, 78.3, 45.13, 30, 40.9, 58, 47.7, 86, 44.9, 128, 45.4, 156, 35.9, 184, 41.8, 212, 37.2, 240, 40.9, 282, 40 
4541074, H, 2006-05-18, 1, 38.3, 25.2, -0.5, 0.0008, 10, 3.6, 9842, 80.3, 35.13, 15, 32.7, 57, 35, 85, 34.5, 113, 38.1, 141, 31.8, 169, 27.7, 211, 31.3, 239, 31.3, 267, 26.8, 295, 36.3 
4540983, H, 2006-02-25, 1, 48.2, 27.7, -0.5, 0.0012, 10, 2, 11615, 75, 42.57, 13, 35.4, 41, 41.3, 69, 42.2, 97, 43.6, 139, 37.2, 167, 37.2, 195, 36.8, 223, 35.9, 251, 35.4, 293, 37.7 
4541084, H, 2006-05-18, 1, 37.4, 28, -0.5, 0.0012, 10, 4, 9044, 76.5, 33.03, 15, 31.8, 57, 29.5, 85, 35.9, 113, 28.6, 141, 30, 169, 29.5, 211, 25.4, 239, 26.3, 267, 35.9, 295, 25.9 
4540891, H, 2006-02-23, 1, 44, 24.8, -0.5, 0.0011, 10, 5.5, 10826, 71.9, 39.53, 15, 38.6, 43, 40.4, 71, 33.6, 99, 44, 141, 30.4, 169, 47.2, 197, 34.5, 225, 31.8, 253, 29.1, 295, 33.6 
4541063, H, 2006-05-19, 1, 38.3, 36.6, -0.5, 0.0002, 10, 5.8, 10543, 148.4, 36.64, 14, 18.2, 56, 27.7, 84, 34.5, 112, 21.8, 140, 37.7, 168, 35.4, 210, 39.5, 238, 34.5, 266, 38.1, 294, 39.5 
4540943, H, 2006-02-21, 1, 38.7, 32, -0.5, 0.0008, 10, 3.7, 9906, 97.1, 35.08, 17, 25.9, 45, 29.5, 73, 34, 101, 44.9, 143, 35, 171, 29.5, 199, 34.5, 227, 30.4, 255, 31.8, 297, 31.3 
4541014, H, 2006-05-22, 1, 46.8, 25.9, -0.5, 0, 10, 4.1, 13548, 161.5, 46.46, 11, 40.9, 53, 41.8, 81, 45.4, 109, 39.5, 137, 44.5, 165, 42.7, 207, 45.4, 235, 47.7, 263, 49.9, 291, 48.6 
