lactkey,Breed,CalveDate,Parity,Scale,Ramp,Offset,Decay,points,RMSE,M305,PeakDay,PeakMilk,dim1,milk1,dim2,milk2,dim3,milk3,dim4,milk4,dim5,milk5,dim6,milk6,dim7,milk7,dim8,milk8,dim9,milk9,dim10,milk10
4123401, H, 2006-07-18, 1, 41.1, 29.5, -0.5, 0.001, 10, 2.4, 10254, 85.1, 36.82, 23, 32.7, 51, 36.8, 81, 33.1, 115, 36.3, 143, 35.9, 171, 34.5, 206, 34.5, 235, 37.2, 262, 31.8, 292, 26.8 
4123416, H, 2006-10-26, 1, 38.3, 36.6, -0.5, 0.0001, 10, 3.9, 10820, 191.1, 37.65, 15, 17.7, 43, 30.9, 71, 29.1, 106, 34.5, 135, 40, 162, 37.2, 192, 42.7, 223, 39, 251, 36.3, 280, 36.3 
4123426, H, 2006-07-17, 1, 43.3, 35.1, -0.5, 0.0003, 10, 3.4, 11849, 136.2, 41.17, 24, 29.5, 52, 38.6, 82, 36.8, 116, 39.5, 144, 40.9, 172, 43.1, 207, 44.9, 236, 45.9, 263, 39.5, 293, 33.6 
4123465, H, 2006-10-28, 1, 39.1, 34, -0.5, 0.001, 10, 5.3, 9636, 92.3, 34.55, 13, 26.8, 41, 26.8, 69, 31.8, 104, 35.4, 133, 35, 160, 35.4, 190, 40.9, 221, 31.3, 249, 35, 278, 17.7 
4123450, H, 2006-07-17, 1, 44, 36.6, -0.5, 0.0006, 10, 3.2, 11393, 112.8, 40.05, 24, 27.2, 52, 32.2, 82, 37.2, 116, 39.5, 144, 38.1, 172, 39.5, 207, 41.8, 236, 40, 263, 39.5, 293, 31.8 
4123496, H, 2006-11-01, 1, 38.3, 36.6, -0.5, 0.0009, 10, 2.7, 9580, 102.1, 34.02, 9, 22.2, 37, 24.5, 65, 29.1, 100, 33.6, 129, 35.4, 156, 32.7, 186, 34, 217, 33.6, 245, 28.6, 274, 27.7 
4123378, H, 2006-07-17, 1, 39.2, 30.6, -0.5, 0.0002, 10, 2.1, 10963, 134.3, 37.89, 24, 31.8, 52, 36.8, 82, 34, 116, 35, 144, 38.1, 172, 37.7, 207, 38.1, 236, 35.4, 263, 36.3, 293, 40.9 
4123424, H, 2006-11-04, 1, 43.8, 30.9, -0.5, 0.0007, 10, 3, 11369, 98.1, 40.11, 6, 30.4, 34, 34.5, 62, 36.3, 97, 44.9, 126, 37.2, 153, 36.8, 183, 35, 214, 38.1, 242, 37.7, 271, 40 
4123428, H, 2006-07-04, 1, 38.6, 28.9, -0.5, 0.0006, 9, 2.6, 10263, 99.7, 35.96, 37, 34.5, 65, 35.9, 95, 36.3, 129, 35, 157, 30, 185, 35.4, 220, 37.2, 249, 37.2, 276, 30.4 
4123500, H, 2006-11-05, 1, 37.5, 34.1, -0.5, 0.0002, 11, 2.8, 10412, 143.2, 36.11, 5, 20, 33, 28.1, 61, 31.8, 96, 36.3, 125, 36.3, 152, 37.2, 182, 40, 213, 35.4, 241, 39.5, 270, 37.7, 305, 29.1 
4123418, H, 2006-06-30, 1, 43.2, 31.7, -0.5, 0.0008, 10, 3.2, 11073, 96.8, 39.2, 8, 26.3, 41, 37.7, 69, 35.9, 99, 37.7, 133, 37.7, 161, 37.7, 189, 42.2, 224, 39, 253, 39.5, 280, 28.1 
4123440, H, 2006-11-09, 1, 52.1, 34.1, -0.5, 0.0011, 10, 4.6, 12584, 88.6, 45.45, 29, 35.9, 57, 43.1, 92, 45.9, 121, 50.8, 148, 42.2, 178, 43.6, 209, 46.3, 237, 41.8, 266, 27.7, 301, 40 
4123430, H, 2006-06-29, 1, 39, 32.8, -0.5, 0.0005, 10, 3.6, 10321, 109.6, 36.14, 9, 27.2, 42, 25.9, 70, 35.9, 100, 41.3, 134, 34, 162, 34, 190, 38.1, 225, 36.3, 254, 35.4, 281, 28.6 
4123494, H, 2006-11-11, 1, 44, 36.6, -0.5, 0.0006, 10, 3.4, 11393, 112.8, 40.05, 27, 30, 55, 36.3, 90, 31.8, 119, 35.4, 146, 41.3, 176, 38.1, 207, 41.3, 235, 38.1, 264, 39.5, 299, 35.4 
4123366, H, 2006-06-24, 1, 40.6, 30.9, -0.5, -0.0001, 10, 3.5, 11920, 0, 20.62, 14, 29.5, 47, 40.9, 75, 35.4, 105, 36.3, 139, 38.6, 167, 37.2, 195, 45.4, 230, 45.9, 259, 40.9, 286, 45.4 
4123488, H, 2006-11-13, 1, 37.6, 33, -0.5, 0.0002, 9, 3.6, 10469, 140.3, 36.26, 25, 27.7, 53, 35, 88, 30, 117, 34.5, 144, 40.4, 174, 39, 205, 38.6, 233, 39.5, 262, 30 
4123385, H, 2006-06-19, 1, 39.4, 28.8, -0.5, 0.0008, 10, 2.2, 10158, 90.5, 36.01, 19, 32.7, 52, 32.7, 80, 36.8, 110, 36.3, 144, 32.7, 172, 31.8, 200, 36.8, 235, 33.6, 264, 34.5, 291, 30 
4123482, H, 2006-11-16, 1, 44, 36.6, -0.5, 0.0006, 10, 4.5, 11393, 112.8, 40.05, 22, 29.5, 50, 33.6, 85, 33.1, 114, 34, 141, 38.6, 171, 33.6, 202, 38.6, 230, 40.9, 259, 35.9, 294, 44.5 
4123446, H, 2006-06-19, 1, 43.3, 26.3, -0.5, 0.0007, 10, 4.4, 11325, 87.3, 40.03, 19, 37.7, 52, 40.9, 80, 36.8, 110, 40.9, 144, 33.1, 172, 30, 200, 44, 235, 38.6, 264, 37.7, 291, 36.8 
4123486, H, 2006-11-17, 1, 45.5, 34.3, -0.5, 0.0012, 10, 3.7, 10895, 87.3, 39.48, 21, 27.7, 49, 38.6, 84, 35.9, 113, 41.8, 140, 41.3, 170, 43.1, 201, 38.6, 229, 35.9, 258, 27.7, 293, 29.5 
4123422, H, 2006-06-12, 1, 32.5, 32.6, -0.5, 0.0007, 10, 3.3, 8342, 99, 29.51, 26, 23.6, 59, 27.2, 87, 30, 117, 25, 151, 30, 179, 33.6, 207, 30.9, 242, 31.3, 271, 25, 298, 20.4 
4123509, H, 2006-11-30, 1, 38.3, 30.2, -0.5, 0.0004, 9, 1.7, 10319, 109, 35.97, 8, 25, 36, 34, 71, 33.1, 100, 33.6, 127, 34.5, 157, 35, 188, 37.2, 216, 36.8, 245, 33.6 
