lactkey,Breed,CalveDate,Parity,Scale,Ramp,Offset,Decay,points,RMSE,M305,PeakDay,PeakMilk,dim1,milk1,dim2,milk2,dim3,milk3,dim4,milk4,dim5,milk5,dim6,milk6,dim7,milk7,dim8,milk8,dim9,milk9,dim10,milk10
4511354, H, 2006-04-27, 1, 40.9, 29.2, -0.5, 0.0005, 10, 8.6, 10965, 102.9, 38.32, 9, 28.6, 44, 37.7, 72, 38.1, 107, 30.9, 128, 35, 163, 53.6, 191, 26.3, 219, 27.7, 254, 50.4, 282, 32.7 
4511352, H, 2006-05-28, 1, 33, 36.6, -0.5, 0, 9, 4.3, 9396, 226.8, 32.77, 41, 25.9, 76, 23.2, 97, 26.8, 132, 27.2, 160, 31.8, 188, 32.2, 223, 33.6, 251, 32.7, 279, 40 
4511356, J, 2006-04-23, 1, 32.8, 30.4, -0.5, 0.0024, 9, 4.4, 6636, 60.4, 26.47, 13, 17.3, 48, 30, 76, 25.9, 111, 28.1, 132, 26.8, 167, 21.8, 195, 26.3, 223, 12.3, 258, 11.3 
4511455, H, 2006-05-28, 1, 44, 24.8, -0.5, 0.0011, 10, 2.5, 10826, 71.9, 39.53, 13, 32.7, 41, 41.3, 76, 42.2, 97, 37.2, 132, 38.6, 160, 39.5, 188, 40, 223, 33.6, 251, 31.3, 279, 29.5 
4511378, H, 2006-04-19, 1, 44, 36.6, -0.5, 0.0003, 10, 3.8, 11926, 135.2, 41.52, 17, 27.2, 52, 35, 80, 30.9, 115, 39.5, 136, 40, 171, 41.3, 199, 39.5, 227, 40, 262, 42.2, 290, 44 
4511405, H, 2006-05-30, 1, 44, 27.5, -0.5, 0.0014, 10, 3.4, 10295, 70.7, 38.32, 11, 32.7, 39, 40.4, 74, 33.6, 95, 33.6, 130, 35.4, 158, 37.2, 186, 30.9, 221, 35, 249, 35.4, 277, 26.8 
4511292, H, 2006-04-18, 1, 32.5, 24.8, -0.5, 0.0016, 10, 4.1, 7487, 63.7, 28.34, 18, 31.3, 53, 28.6, 81, 35.4, 116, 30.9, 137, 28.1, 172, 20.4, 200, 23.6, 228, 24.5, 263, 19.5, 291, 16.3 
4511402, H, 2006-06-04, 1, 53.1, 33.7, -0.5, 0.0019, 10, 4.2, 11357, 70.1, 43.46, 6, 37.7, 34, 35.4, 69, 44.9, 90, 40, 125, 38.6, 153, 39.5, 181, 43.1, 216, 39.5, 244, 31.3, 272, 26.8 
4511365, H, 2006-04-16, 1, 47.7, 34, -0.5, 0.0016, 10, 8.3, 10696, 76.4, 39.95, 20, 34, 55, 25, 83, 53.1, 118, 42.2, 139, 40, 174, 44, 202, 20, 230, 30.9, 265, 33.6, 293, 30 
4511479, H, 2006-06-05, 1, 27.9, 30.1, -0.5, 0.0005, 10, 2.1, 7458, 104.7, 26.08, 5, 12.7, 33, 23.6, 68, 28.1, 89, 26.8, 124, 27.2, 152, 23.6, 180, 21.8, 215, 25.4, 243, 24.5, 271, 26.8 
4511357, H, 2006-04-16, 1, 60.8, 27.3, -0.5, 0.0025, 10, 6.5, 12190, 55.7, 49.51, 20, 54, 55, 37.7, 83, 52.2, 118, 47.7, 139, 42.7, 174, 46.8, 202, 37.2, 230, 34, 265, 20.9, 293, 30 
4511420, H, 2006-06-07, 1, 43.3, 33.4, -0.5, 0.0015, 10, 3.8, 9860, 77.5, 36.62, 31, 28.6, 66, 36.8, 87, 37.2, 122, 35.4, 150, 42.2, 178, 30.9, 213, 30.9, 241, 31.3, 269, 30.9, 304, 20.4 
4511383, H, 2006-04-15, 1, 39.5, 26.1, -0.5, 0.0008, 10, 4.5, 10123, 82.1, 36.12, 21, 37.2, 56, 32.7, 84, 30.9, 119, 33.6, 140, 35, 175, 41.3, 203, 34.5, 231, 37.2, 266, 25.4, 294, 30 
4511467, H, 2006-06-08, 1, 41.6, 31.7, -0.5, 0.0005, 9, 2.2, 11032, 107.2, 38.62, 30, 30.9, 65, 42.2, 86, 35, 121, 38.6, 149, 39.5, 177, 37.2, 212, 38.1, 240, 35.4, 268, 37.2 
4511237, H, 2006-04-12, 1, 40.8, 32.9, -0.5, 0.0001, 10, 3.5, 11654, 186.4, 40.37, 24, 35.9, 59, 32.7, 87, 40.4, 122, 35, 143, 37.2, 178, 38.6, 206, 39.5, 234, 44.9, 269, 39.5, 297, 44 
4511412, H, 2006-06-10, 1, 37.5, 29.8, -0.5, 0.0013, 10, 1.9, 8885, 76.7, 32.68, 28, 30.9, 63, 33.6, 84, 32.2, 119, 27.2, 147, 31.8, 175, 30.9, 210, 28.1, 238, 27.2, 266, 29.5, 301, 24.5 
4511410, H, 2006-04-10, 1, 41.6, 32.3, -0.5, 0.0009, 10, 2.8, 10360, 90.9, 37.08, 26, 31.3, 61, 35, 89, 35.4, 124, 39.5, 145, 32.2, 180, 38.6, 208, 39.5, 236, 30.9, 271, 30.9, 299, 30 
4511453, H, 2006-06-12, 1, 38.3, 36.6, -0.5, 0.0001, 10, 6.3, 10821, 191.6, 37.66, 26, 23.6, 61, 32.2, 82, 36.3, 117, 35.4, 145, 39.5, 173, 27.7, 208, 25.4, 236, 41.3, 264, 46.8, 299, 41.3 
4511370, H, 2006-04-09, 1, 32.5, 36.7, -0.5, 0.0011, 10, 6.2, 7824, 92.7, 28.19, 27, 17.3, 62, 17.7, 90, 25.9, 125, 25.4, 146, 26.8, 181, 41.3, 209, 26.3, 237, 27.7, 272, 22.7, 300, 21.8 
4511435, H, 2006-06-13, 1, 44, 36.6, -0.5, 0.0003, 10, 4.5, 11926, 135.2, 41.52, 25, 33.1, 60, 33.6, 81, 35, 116, 34, 144, 43.6, 172, 46.3, 207, 42.2, 235, 35.4, 263, 45.4, 298, 38.6 
4511322, H, 2006-04-08, 1, 38.9, 27, -0.5, 0.0007, 10, 4, 10164, 88.9, 35.92, 28, 34, 63, 35, 91, 41.3, 126, 35, 147, 32.2, 182, 32.7, 210, 26.3, 238, 30.9, 273, 39.5, 301, 32.7 
4511462, H, 2006-06-14, 1, 36.7, 33.4, -0.5, 0.0003, 10, 3.9, 10103, 132.6, 35.05, 24, 28.6, 59, 30.9, 80, 26.8, 115, 41.3, 143, 33.1, 171, 40, 206, 33.6, 234, 32.7, 262, 37.2, 297, 31.3 
4511387, H, 2006-04-08, 1, 40.6, 30.2, -0.5, 0.0014, 10, 3.1, 9482, 75.6, 35.06, 28, 31.3, 63, 32.7, 91, 40.4, 126, 36.8, 147, 29.5, 182, 27.2, 210, 29.1, 238, 30.9, 273, 25.4, 301, 30 
4511390, H, 2006-06-14, 1, 49, 33.2, -0.5, 0.0018, 10, 2.6, 10681, 71.7, 40.54, 24, 33.1, 59, 39.5, 80, 40, 115, 38.6, 143, 42.2, 171, 40, 206, 35, 234, 30, 262, 29.5, 297, 24.5 
