lactkey,Breed,CalveDate,Parity,Scale,Ramp,Offset,Decay,points,RMSE,M305,PeakDay,PeakMilk,dim1,milk1,dim2,milk2,dim3,milk3,dim4,milk4,dim5,milk5,dim6,milk6,dim7,milk7,dim8,milk8,dim9,milk9,dim10,milk10
4510514, H, 2006-04-23, 4, 83, 26.1, 0, 0.0038, 10, 11.3, 14003, 44.8, 63.75, 13, 57.2, 48, 62.7, 76, 56.7, 111, 50.4, 132, 59, 167, 71.3, 195, 39.5, 223, 46.3, 258, 14.1, 286, 32.7 
4510777, H, 2006-06-09, 3, 67.7, 31.1, 0, 0.0021, 9, 1.9, 14327, 66, 55.6, 29, 49.9, 64, 56.3, 85, 56.3, 120, 50.8, 148, 53.1, 176, 46.3, 211, 42.2, 239, 44, 267, 37.2 
4510568, H, 2006-04-19, 3, 67.2, 42.3, 0, 0.0025, 10, 15.1, 13093, 70.6, 51.14, 17, 52.7, 52, 32.7, 80, 35.4, 115, 64.5, 136, 64, 171, 49.5, 199, 71.3, 227, 27.7, 262, 30.9, 290, 28.6 
4510696, H, 2006-06-11, 3, 62.5, 42.3, 0, 0.0014, 10, 12.5, 14208, 92.3, 51.8, 27, 40.4, 62, 47.7, 83, 56.3, 118, 52.2, 146, 55.4, 174, 43.1, 209, 36.8, 237, 8.2, 265, 42.7, 300, 46.8 
4511912, H, 2006-04-16, 3, 48.2, 9.3, 0, 0.0018, 10, 6.3, 11080, 31.9, 44.79, 20, 48.6, 55, 35, 83, 38.1, 118, 36.8, 139, 29.5, 174, 27.2, 202, 34.5, 230, 34, 265, 42.2, 293, 27.2 
4511592, H, 2006-06-11, 4, 80.9, 35.7, 0, 0.0046, 9, 3.7, 12050, 45.4, 56.54, 27, 52.2, 62, 56.3, 83, 53.6, 118, 45.4, 146, 47.7, 174, 38.6, 209, 33.6, 237, 21.8, 265, 18.6 
4510991, H, 2006-04-16, 2, 50.2, 19.1, -0.8, 0.0022, 10, 8.4, 10702, 47.5, 43.41, 20, 44, 55, 47.7, 83, 38.1, 118, 44.9, 139, 17.3, 174, 41.3, 202, 39.5, 230, 37.2, 265, 19.5, 293, 23.2 
4510807, H, 2006-06-11, 3, 75.1, 37.8, 0, 0.0042, 10, 5.3, 11644, 48.8, 52.75, 27, 52.2, 62, 42.2, 83, 56.3, 118, 44, 146, 50.4, 174, 37.2, 209, 28.1, 237, 27.2, 265, 22.7, 300, 16.3 
4510638, H, 2006-04-15, 3, 75.9, 40.2, 0, 0.0031, 10, 5.6, 13573, 60.5, 55.91, 21, 49.9, 56, 49.9, 84, 56.7, 119, 53.6, 140, 53.6, 175, 52.2, 203, 39.5, 231, 24.5, 266, 30.9, 294, 32.7 
4510546, H, 2006-06-14, 3, 54, 30.2, 0, 0.0022, 10, 6.9, 11185, 62.9, 44.03, 24, 30.9, 59, 53.6, 80, 50.8, 115, 32.7, 143, 35.9, 171, 37.2, 206, 32.2, 234, 38.6, 262, 37.2, 297, 19.1 
4510564, H, 2006-04-13, 3, 62.5, 42.3, 0, 0.0014, 10, 5.5, 14211, 92.3, 51.81, 23, 40, 58, 40, 86, 54.5, 121, 56.3, 142, 50.8, 177, 49.5, 205, 53.1, 233, 46.3, 268, 32.2, 296, 41.3 
4511966, H, 2006-06-20, 2, 41.6, 24.4, -0.8, 0.0033, 9, 4, 7513, 45.6, 33.07, 18, 23.6, 53, 32.2, 74, 37.2, 109, 35.4, 137, 26.3, 165, 21.8, 200, 19.5, 228, 20.4, 256, 13.2 
4511978, H, 2006-04-12, 2, 58.5, 26.4, -0.8, 0.0018, 9, 10.2, 13027, 62.8, 50, 24, 42.7, 59, 40, 87, 49.9, 122, 47.7, 143, 48.1, 178, 49.5, 206, 39.5, 234, 40, 269, 8.6 
4511953, H, 2006-06-21, 2, 57.1, 21.6, -0.8, 0.0024, 10, 9.1, 11696, 49, 48.13, 17, 52.2, 52, 29.5, 73, 53.6, 108, 49.5, 136, 43.6, 164, 32.2, 199, 36.8, 227, 21.8, 255, 42.7, 290, 27.2 
4511610, H, 2006-04-07, 5, 53.5, 42.3, 0, 0.0013, 10, 4.8, 12279, 94.4, 44.58, 29, 35.9, 64, 40, 92, 40.4, 127, 36.8, 148, 36.3, 183, 46.8, 211, 37.2, 239, 43.1, 274, 42.2, 302, 38.6 
4511866, H, 2006-06-21, 3, 62.5, 32.7, 0, 0.0021, 10, 8, 13101, 67.2, 50.84, 17, 33.1, 52, 50.4, 73, 64, 108, 46.8, 136, 53.1, 164, 30.9, 199, 44.9, 227, 44, 255, 26.8, 290, 38.6 
4510480, H, 2006-04-06, 5, 74, 41, 0, 0.0025, 10, 4.4, 14473, 69.6, 56.68, 30, 48.6, 65, 52.7, 93, 65.4, 128, 53.6, 149, 50.8, 184, 52.2, 212, 39.5, 240, 41.8, 275, 36.8, 303, 30 
4510967, H, 2006-06-22, 2, 48.7, 23.4, -0.8, 0.0011, 10, 4.3, 12018, 68.9, 43.95, 16, 33.1, 51, 42.2, 72, 50.8, 107, 45.4, 135, 39.5, 163, 37.2, 198, 30.9, 226, 38.6, 254, 37.2, 289, 41.3 
