lactkey,Breed,CalveDate,Parity,Scale,Ramp,Offset,Decay,points,RMSE,M305,PeakDay,PeakMilk,dim1,milk1,dim2,milk2,dim3,milk3,dim4,milk4,dim5,milk5,dim6,milk6,dim7,milk7,dim8,milk8,dim9,milk9,dim10,milk10
2399617, H, 2005-06-22, 4, 50.2, 19.4, 0, 0.0036, 10, 5.4, 8878, 39.8, 40.78, 16, 33.6, 51, 49, 79, 34.5, 115, 29.1, 140, 29.1, 168, 29.1, 198, 32.7, 227, 11.8, 254, 21.8, 294, 19.1 
2399863, H, 2005-06-25, 3, 50, 28.1, 0, 0.0043, 9, 3.1, 7860, 43.1, 37.06, 13, 31.8, 48, 34.5, 76, 38.1, 112, 34.5, 137, 30.9, 165, 25.4, 195, 21.8, 224, 16.3, 251, 10.9 
2397983, H, 2005-06-22, 2, 45.8, 24.6, -0.8, 0.0036, 10, 4.7, 7995, 44.1, 35.97, 16, 21.8, 51, 43.6, 79, 38.1, 115, 30.9, 140, 30.9, 168, 21.8, 198, 21.8, 227, 20, 254, 18.2, 294, 12.7 
2400477, H, 2005-06-25, 2, 58.5, 21.6, -0.8, 0.0023, 10, 5.9, 12217, 50.1, 49.69, 13, 47.2, 48, 41.8, 76, 54.5, 112, 45.4, 137, 45.4, 165, 27.2, 195, 41.8, 224, 34.5, 251, 38.1, 291, 29.1 
2400344, H, 2005-06-20, 2, 58.5, 26.4, -0.7, 0.0018, 10, 3.7, 13026, 62.9, 49.99, 18, 35.4, 53, 50.8, 81, 47.2, 117, 43.6, 142, 50.8, 170, 43.6, 200, 45.4, 229, 40, 256, 36.3, 296, 30.9 
2400538, H, 2005-06-26, 2, 44.1, 24, -0.8, 0.0031, 10, 5.8, 8223, 46.8, 35.53, 12, 21.8, 47, 41.8, 75, 36.3, 111, 25.4, 136, 32.7, 164, 30, 194, 29.1, 223, 18.2, 250, 25.4, 290, 8.2 
2398021, H, 2005-06-20, 3, 63.6, 34.6, 0, 0.0041, 10, 6.1, 10146, 48.5, 45.84, 18, 37.2, 53, 47.2, 81, 43.6, 117, 41.8, 142, 38.1, 170, 30.9, 200, 23.6, 229, 38.1, 256, 20, 296, 7.3 
2400591, J, 2005-06-26, 2, 43.5, 21.9, -0.8, 0.004, 9, 3.6, 7228, 39.2, 34.2, 12, 35.4, 47, 32.7, 75, 34.5, 111, 27.2, 136, 25.4, 164, 18.2, 194, 21.8, 223, 12.7, 250, 10.9 
2399569, H, 2005-06-19, 4, 57, 25.6, 0, 0.0046, 10, 8.4, 8685, 39.9, 42.46, 19, 35.4, 54, 47.2, 82, 45.4, 118, 32.7, 143, 20, 171, 30.9, 201, 38.1, 230, 9.1, 257, 14.5, 297, 3.6 
2398033, H, 2005-06-27, 4, 53.5, 15.2, 0, 0.0033, 9, 3.7, 9904, 35.8, 45.3, 11, 39, 46, 47.2, 74, 38.1, 110, 40, 135, 32.7, 163, 29.1, 193, 29.1, 222, 20, 249, 30.9 
2400546, H, 2005-06-18, 2, 57.9, 25.1, -0.8, 0.003, 10, 3.3, 10938, 48.8, 46.63, 20, 38.1, 55, 45.4, 83, 47.2, 119, 41.8, 144, 43.6, 172, 38.1, 202, 29.1, 231, 29.1, 258, 25.4, 298, 19.1 
2399441, J, 2005-06-27, 4, 37.6, 18.4, 0, 0.0043, 9, 4.2, 6052, 35.3, 29.93, 11, 23.6, 46, 38.1, 74, 30.9, 110, 25.4, 135, 20, 163, 18.2, 193, 14.5, 222, 12.7, 249, 5.4 
2400224, H, 2005-06-18, 2, 43.4, 20.9, -0.8, 0.0013, 10, 4.1, 10463, 60.6, 39.01, 20, 40.9, 55, 36.3, 83, 30.9, 119, 40, 144, 34.5, 172, 34.5, 202, 34.5, 231, 34.5, 258, 36.3, 298, 25.4 
2399551, H, 2005-06-27, 4, 55.6, 26.3, 0, 0.0033, 10, 9.2, 10034, 48.5, 43.68, 11, 21.8, 46, 54.5, 74, 49, 110, 40, 135, 41.8, 163, 12.7, 193, 32.7, 222, 29.1, 249, 29.1, 289, 17.3 
2400828, H, 2005-06-17, 2, 53.1, 23.9, -0.8, 0.0032, 10, 3.4, 9779, 46, 42.66, 21, 38.1, 56, 40, 84, 40, 120, 41.8, 145, 32.7, 173, 30.9, 203, 32.7, 232, 25.4, 259, 21.8, 299, 13.6 
2400531, H, 2005-06-27, 2, 41.8, 19.1, -0.8, 0.0026, 9, 3.8, 8429, 44.3, 35.49, 11, 35.4, 46, 43.6, 74, 30.9, 110, 29.1, 135, 29.1, 163, 29.1, 193, 25.4, 222, 20, 249, 21.8 
2399230, H, 2005-06-17, 3, 44.4, 10.9, 0, 0.0047, 9, 7.8, 6987, 25.4, 37.52, 21, 39, 56, 41.8, 84, 41.8, 120, 34.5, 145, 23.6, 173, 7.3, 203, 16.3, 232, 5.4, 259, 9.1 
2400866, H, 2005-06-27, 2, 42.9, 20.1, -0.8, 0.003, 10, 4.2, 8156, 42.9, 35.56, 11, 34.5, 46, 38.1, 74, 29.1, 110, 30.9, 135, 20, 163, 30.9, 193, 29.1, 222, 23.6, 249, 20, 289, 16.3 
2399189, H, 2005-06-17, 4, 55.4, 14.8, 0, 0.0035, 10, 2.6, 9936, 34.1, 46.69, 21, 45.4, 56, 45.4, 84, 40, 120, 32.7, 145, 38.1, 173, 32.7, 203, 27.2, 232, 25.4, 259, 21.8, 299, 14.5 
2399319, H, 2005-06-28, 2, 53.7, 24.2, -0.8, 0.0025, 10, 3, 10872, 52, 44.52, 10, 36.3, 45, 38.1, 73, 46.3, 109, 43.6, 134, 41.8, 162, 38.1, 192, 34.5, 221, 30.9, 248, 25.4, 288, 23.6 
2398168, X, 2005-06-17, 5, 49.6, 15.1, -0, 0.0023, 10, 2.4, 10462, 40.7, 43.62, 21, 43.6, 56, 40, 84, 40, 120, 40, 145, 36.3, 173, 30.9, 203, 27.2, 232, 27.2, 259, 29.1, 299, 28.1 
2399787, H, 2005-06-28, 3, 53.1, 30.1, 0, 0.0037, 10, 2, 8915, 48, 39.86, 10, 30, 45, 40, 73, 38.1, 109, 38.1, 134, 34.5, 162, 29.1, 192, 25.4, 221, 21.8, 248, 20, 288, 14.5 
2400718, J, 2005-06-16, 2, 38.9, 21.4, -0.8, 0.0039, 9, 4.1, 6511, 38.9, 30.73, 22, 40, 57, 25.4, 85, 27.2, 121, 21.8, 146, 21.8, 174, 18.2, 204, 18.2, 233, 12.7, 260, 16.3 
2400239, H, 2005-06-28, 2, 50.2, 19.1, -0.8, 0.0022, 10, 6.5, 10702, 47.4, 43.41, 10, 48.1, 45, 32.7, 73, 43.6, 109, 40, 134, 41.8, 162, 29.1, 192, 32.7, 221, 27.2, 248, 34.5, 288, 20.9 
2399926, H, 2005-06-16, 3, 59.7, 20.1, 0, 0.0034, 9, 4, 10740, 41.3, 48.56, 22, 47.2, 57, 43.6, 85, 49, 121, 40, 146, 38.1, 174, 35.4, 204, 34.5, 233, 25.4, 260, 16.3 
2398514, J, 2005-06-29, 3, 31.2, 35.9, 0, 0.0025, 10, 3.3, 6097, 64.4, 24.28, 9, 18.2, 44, 18.2, 72, 20, 108, 23.6, 133, 25.4, 161, 20, 191, 25.4, 220, 16.3, 247, 14.5, 287, 13.6 
2399469, J, 2005-06-15, 4, 37.6, 16.1, 0, 0.003, 10, 3.3, 7244, 38.6, 32.02, 23, 36.3, 58, 32.7, 86, 30.9, 122, 30.9, 147, 25.4, 175, 21.8, 205, 21.8, 234, 16.3, 261, 18.2, 301, 9.1 
2399023, X, 2005-06-30, 6, 44.8, 39.4, -0, 0.0026, 10, 6.2, 8625, 66.3, 34.25, 8, 9.1, 43, 29.1, 71, 34.5, 107, 36.3, 132, 25.4, 160, 32.7, 190, 29.1, 219, 29.1, 246, 25.4, 286, 20.9 
2399729, H, 2005-06-13, 3, 71, 24.7, 0, 0.0046, 10, 3.6, 10870, 39.4, 53.25, 25, 47.2, 60, 58.1, 88, 50.8, 124, 38.1, 149, 36.3, 177, 27.2, 207, 27.2, 236, 25.4, 263, 23.6, 303, 13.6 
2399292, J, 2005-07-01, 2, 42.6, 22.8, -0.8, 0.0019, 9, 4.2, 9346, 55.6, 36.64, 7, 32.7, 42, 32.7, 70, 30.9, 106, 36.3, 131, 36.3, 159, 30, 189, 36.3, 218, 23.6, 245, 25.4 
2400857, H, 2005-06-12, 2, 40.1, 22.6, -0.8, 0.0028, 10, 3.2, 7822, 47.5, 33.09, 26, 30.9, 61, 36.3, 89, 27.2, 125, 34.5, 150, 21.8, 178, 23.6, 208, 21.8, 237, 18.2, 264, 20, 304, 20 
2400231, H, 2005-07-02, 2, 54.1, 23.3, -0.8, 0.0031, 10, 2.3, 10137, 46.2, 43.85, 6, 32.7, 41, 41.8, 69, 45.4, 105, 40, 130, 34.5, 158, 36.3, 188, 34.5, 217, 25.4, 244, 23.6, 284, 20.9 
2399924, H, 2005-06-11, 3, 44.4, 8.8, 0, 0.0036, 9, 4.5, 7975, 24.5, 39.34, 27, 43.6, 62, 36.3, 90, 38.1, 126, 34.5, 151, 29.1, 179, 21.8, 209, 21.8, 238, 12.7, 265, 10.9 
2399795, H, 2005-07-03, 3, 44.4, 8.8, 0, 0.0033, 10, 4.9, 8292, 25.1, 39.65, 5, 38.1, 40, 30.9, 68, 36.3, 104, 34.5, 129, 32.7, 157, 30.9, 187, 29.1, 216, 20, 243, 18.2, 283, 10 
2399415, H, 2005-06-11, 4, 51.6, 17.1, 0, 0.0022, 10, 6.6, 11017, 44.9, 45.03, 27, 41.8, 62, 54.5, 90, 45.4, 126, 29.1, 151, 26.8, 179, 30.9, 209, 36.3, 238, 34.5, 265, 37.2, 305, 25.4 
2400519, H, 2005-07-03, 2, 26.7, 22.8, -0.8, 0.0014, 9, 4.2, 6360, 63.2, 23.77, 5, 6.4, 40, 29.1, 68, 25.4, 104, 20, 129, 25.4, 157, 23.6, 187, 20, 216, 18.2, 243, 18.2 
2399185, H, 2005-06-11, 4, 53.5, 39.3, 0, 0.002, 10, 7.2, 11264, 76.3, 42.73, 27, 24.5, 62, 43.6, 90, 54.5, 126, 45.4, 151, 45.4, 179, 36.3, 209, 34.5, 238, 36.3, 265, 27.2, 305, 19.1 
2400818, H, 2005-07-03, 2, 41.8, 22.1, -0.7, 0.0015, 10, 4.3, 9702, 59.3, 36.86, 5, 18.2, 40, 41.8, 68, 40, 104, 36.3, 129, 31.8, 157, 29.1, 187, 27.2, 216, 36.3, 243, 25.4, 283, 29.1 
2400841, H, 2005-06-10, 2, 42.7, 22.2, -0.8, 0.0015, 9, 10.1, 10008, 60.2, 37.83, 28, 38.1, 63, 36.3, 91, 30.9, 127, 36.3, 152, 36.3, 180, 36.3, 210, 59.9, 239, 25.4, 266, 30.9 
2398358, X, 2005-07-04, 5, 44.8, 39.3, -0, 0.0014, 9, 6.6, 10297, 89.3, 37.6, 39, 16.3, 67, 32.7, 103, 36.3, 128, 40, 156, 39, 186, 34.5, 215, 34.5, 242, 34.5, 282, 27.2 
