lactkey,Breed,CalveDate,Parity,Scale,Ramp,Offset,Decay,points,RMSE,M305,PeakDay,PeakMilk,dim1,milk1,dim2,milk2,dim3,milk3,dim4,milk4,dim5,milk5,dim6,milk6,dim7,milk7,dim8,milk8,dim9,milk9,dim10,milk10
3890675, H, 2007-03-15, 1, 43.4, 35.1, -0.5, 0.0004, 10, 3.7, 11637, 123, 40.58, 19, 32.7, 49, 30.4, 82, 38.6, 110, 39, 145, 44.9, 173, 43.1, 208, 42.2, 237, 38.6, 264, 41.3, 292, 32.2 
3890671, H, 2007-01-31, 1, 46.7, 34.6, -0.5, 0.0002, 10, 3.3, 13058, 154.3, 45.28, 6, 19.1, 34, 35, 62, 44.9, 92, 44.9, 125, 46.3, 153, 47.2, 188, 44, 216, 41.8, 251, 43.6, 280, 46.8 
3891706, H, 2007-03-17, 1, 41.7, 33.4, -0.5, 0.0006, 10, 2.7, 10993, 110.4, 38.51, 17, 28.1, 47, 33.1, 80, 37.2, 108, 40.4, 143, 42.2, 171, 37.7, 206, 39.5, 235, 34, 262, 31.8, 290, 39 
3891691, H, 2007-01-30, 1, 36, 29.6, -0.5, -0.0001, 10, 5.1, 10606, 0, 18.31, 7, 12.7, 35, 36.3, 63, 38.6, 93, 33.1, 126, 36.8, 154, 28.1, 189, 40.4, 217, 41.8, 252, 35.4, 281, 38.1 
3890870, H, 2007-03-24, 1, 55.1, 31.1, -0.5, 0.0014, 8, 2.5, 12800, 76.3, 47.37, 35, 45.4, 63, 44.5, 98, 46.3, 127, 46.8, 154, 46.3, 182, 47.2, 219, 37.2, 245, 36.8 
3891688, H, 2007-01-29, 1, 44, 36.7, -0.5, 0.0008, 10, 7, 11081, 103.9, 39.27, 8, 10, 36, 28.6, 64, 36.8, 94, 44.5, 127, 42.7, 155, 37.7, 190, 40.9, 218, 39, 253, 36.3, 282, 24.1 
3890677, H, 2007-03-24, 1, 48.6, 25.8, -0.5, 0.0003, 10, 5, 13540, 107.8, 46.78, 10, 41.8, 40, 43.1, 73, 41.3, 101, 41.8, 136, 47.2, 164, 45.4, 199, 49, 228, 39.5, 255, 42.7, 283, 52.7 
3891686, H, 2007-01-28, 1, 32.2, 34.3, -0.5, 0.0006, 10, 3.5, 8382, 108.2, 29.46, 9, 24.5, 37, 20.9, 65, 23.6, 95, 29.1, 128, 32.7, 156, 32.2, 191, 29.5, 219, 31.3, 254, 24.1, 283, 25.4 
3890868, H, 2007-03-25, 1, 38.3, 24.8, -0.5, 0.0011, 8, 5.6, 9416, 71.9, 34.38, 35, 37.7, 63, 36.3, 98, 30.9, 127, 39.5, 154, 33.1, 182, 39, 219, 28.1, 245, 19.1 
3891682, H, 2007-01-27, 1, 47.9, 33.2, -0.5, -0.0001, 10, 5, 14120, 0, 24.33, 10, 22.2, 38, 36.3, 66, 51.8, 96, 53.1, 129, 53.1, 157, 41.8, 192, 46.8, 220, 52.2, 255, 48.1, 284, 50.8 
3890698, X, 2007-03-25, 1, 35.4, 30.9, -0.5, 0.001, 10, 2.3, 8711, 85.5, 31.4, 9, 22.2, 39, 29.1, 72, 27.2, 100, 36.3, 135, 29.5, 163, 30, 198, 30.9, 227, 26.8, 254, 27.7, 282, 24.5 
3891684, H, 2007-01-27, 1, 44, 36.6, -0.5, 0.0003, 10, 3.8, 11926, 135.2, 41.52, 10, 20.9, 38, 27.7, 66, 38.6, 96, 44.9, 129, 42.2, 157, 41.8, 192, 39, 220, 43.1, 255, 38.1, 284, 42.2 
3890693, H, 2007-03-25, 1, 46.5, 34.8, -0.5, 0.0004, 10, 4.6, 12515, 124.2, 43.61, 9, 26.3, 39, 30.4, 72, 45.9, 100, 45.9, 135, 48.6, 163, 50.4, 198, 38.1, 227, 39.5, 254, 38.6, 282, 43.1 
3890666, H, 2007-01-26, 1, 38.3, 36.7, -0.5, 0.0011, 10, 6, 9203, 92.7, 33.16, 11, 25, 39, 20.9, 67, 23.6, 97, 34.5, 130, 35.4, 158, 35, 193, 36.3, 221, 36.3, 256, 21.3, 285, 21.3 
3891708, H, 2007-03-30, 1, 46, 30.7, -0.5, 0.0008, 9, 2, 11676, 91.6, 41.55, 34, 39.5, 67, 37.2, 95, 43.1, 130, 40.9, 158, 41.3, 193, 40.9, 222, 35.4, 249, 37.2, 277, 37.7 
3890650, H, 2007-01-25, 1, 38.6, 33.5, -0.5, 0.0008, 10, 4.2, 9847, 100, 34.86, 12, 25, 40, 27.7, 68, 34.5, 98, 34.5, 131, 35.4, 159, 35, 194, 40.4, 222, 35, 257, 34, 286, 21.3 
3890683, H, 2007-03-31, 1, 53.5, 30.7, -0.5, 0.0017, 9, 4.1, 12019, 71.4, 45.26, 33, 43.1, 66, 44, 94, 43.1, 129, 43.6, 157, 45.4, 192, 40.9, 221, 29.5, 248, 42.7, 276, 30 
3891681, H, 2007-01-24, 1, 45.5, 33.8, -0.5, 0.0007, 10, 3.2, 11702, 102.8, 41.32, 13, 35, 41, 31.3, 69, 39.5, 99, 43.6, 132, 40.9, 160, 37.7, 195, 44, 223, 37.7, 258, 36.8, 287, 36.8 
3890697, X, 2007-04-04, 1, 39.6, 35.4, -0.5, 0.0002, 9, 6.1, 10930, 144.2, 37.95, 29, 31.8, 62, 21.3, 90, 30.9, 125, 43.6, 153, 42.7, 188, 42.2, 217, 34.5, 244, 35.9, 272, 37.7 
3891678, H, 2007-01-23, 1, 28.6, 33.6, -0.5, 0.0007, 10, 4.7, 7389, 104.1, 26.04, 14, 11.3, 42, 20.9, 70, 25, 100, 34.5, 133, 31.3, 161, 29.5, 196, 20, 224, 22.2, 259, 21.3, 288, 24.1 
3890705, H, 2007-04-06, 1, 42.1, 28.1, -0.5, 0.0011, 9, 4.3, 10383, 79.4, 37.61, 27, 38.1, 60, 35.9, 88, 33.6, 123, 34.5, 151, 41.8, 186, 28.1, 215, 33.1, 242, 30.4, 270, 37.7 
3891676, H, 2007-01-23, 1, 47.4, 31.1, -0.5, -0.0001, 10, 4.2, 13870, 0, 24.08, 14, 27.7, 42, 48.6, 70, 40.9, 100, 44.9, 133, 51.8, 161, 47.2, 196, 44, 224, 54.9, 259, 48.1, 288, 46.8 
3890699, H, 2007-04-06, 1, 44, 29, -0.5, 0.0012, 9, 2.1, 10653, 78.6, 38.83, 27, 36.8, 60, 38.6, 88, 36.3, 123, 38.6, 151, 36.8, 186, 35, 215, 33.1, 242, 30.4, 270, 36.3 
3890670, H, 2007-01-22, 1, 37.3, 35.7, -0.5, 0.0003, 10, 2.8, 10149, 133.7, 35.3, 15, 27.7, 43, 28.1, 71, 29.1, 101, 31.8, 134, 36.8, 162, 39, 197, 37.7, 225, 34, 260, 34, 289, 32.7 
3890869, H, 2007-04-11, 1, 47.5, 31.1, -0.5, 0.001, 9, 3.9, 11794, 87.7, 42.32, 35, 37.7, 63, 44.5, 98, 36.8, 127, 42.2, 154, 41.8, 182, 39, 219, 45.4, 245, 39.5, 280, 29.5 
3891674, H, 2007-01-21, 1, 44, 36.6, -0.5, 0.0002, 10, 4.5, 12195, 154.7, 42.37, 16, 20.9, 44, 30.4, 72, 39.5, 102, 43.6, 135, 36.8, 163, 41.8, 198, 48.1, 226, 41.8, 261, 43.6, 290, 39.5 
3890712, H, 2007-04-12, 1, 44, 36.6, -0.5, 0.0005, 10, 4.5, 11605, 120.3, 40.61, 21, 28.1, 54, 31.3, 82, 35, 117, 41.8, 145, 41.8, 180, 30.9, 209, 42.2, 236, 43.6, 264, 39, 301, 35.9 
3891672, H, 2007-01-20, 1, 45.1, 34.9, -0.5, 0.0007, 10, 4.9, 11578, 105.3, 40.85, 17, 23.6, 45, 37.7, 73, 40.9, 103, 40, 136, 42.7, 164, 52.2, 199, 39, 227, 37.7, 262, 35.4, 291, 31.3 
3890701, H, 2007-04-13, 1, 47.3, 31.3, -0.5, 0.0007, 10, 0.9, 12215, 97.7, 43.15, 20, 33.1, 53, 42.2, 81, 43.1, 116, 43.1, 144, 43.1, 179, 42.2, 208, 39.5, 235, 40.4, 263, 40.4, 300, 37.2 
3891671, X, 2007-01-16, 1, 38.4, 30.7, -0.5, 0.0008, 10, 4.6, 9753, 91.7, 34.7, 21, 30.4, 49, 34, 77, 30.4, 107, 32.7, 140, 32.7, 168, 30.9, 203, 37.2, 231, 37.7, 266, 36.3, 295, 20.9 
3890702, H, 2007-04-14, 1, 43.6, 32.1, -0.5, 0.0006, 9, 1.1, 11398, 103.6, 40.06, 19, 29.1, 52, 38.6, 80, 40.4, 115, 40.9, 143, 39, 178, 40.9, 207, 38.6, 234, 37.2, 262, 36.3 
3890664, H, 2007-01-12, 1, 47.9, 34.2, -0.5, 0.0014, 10, 3.6, 11100, 81.5, 40.81, 25, 31.8, 53, 40, 81, 37.7, 111, 42.2, 144, 42.7, 172, 40.4, 207, 39.5, 235, 35.4, 270, 33.6, 299, 23.6 
3890691, H, 2007-04-15, 1, 48.9, 28.4, -0.5, 0.0007, 10, 2.7, 12779, 92.8, 45.1, 18, 36.8, 51, 45.9, 79, 44.5, 114, 42.2, 142, 39, 177, 43.6, 206, 45.9, 233, 44, 261, 43.1, 298, 37.2 
